joint_number,joint_length,wall_thickness,dist_upstream_weld,dist_downstream_weld,log_distance,event_type,orientation,depth_percent,depth_inches,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],length,width,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,pdesign,smys,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index,corrected_distance
480,40.256,0.344,34.793,5.463,1197.887,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,10.4,3.1,4:19,INT ML,12,N,N,5.97,316.263,02:48,10.263,CMFL,1025,65000,E.R. WELD,24,1439.1,1998.7,1504.7,2089.9,0.712,1.073,1.0,1.2,2022,Metal Loss_1197.9,True,1197.887,1197.13,METAL_LOSS,False,4.316666666666666,158,1193.8449555345787
480,40.256,0.344,37.375,2.881,1200.469,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,8.3,1.7,5:51,INT ML,12,N,N,5.97,317.047,02:48,19.478,CMFL,1025,65000,E.R. WELD,24,1456.5,2022.9,1485.3,2062.9,0.704,1.087,1.0,1.2,2022,Metal Loss_1200.5,True,1200.469,1199.712,METAL_LOSS,False,5.85,159,1196.413742796105
480,40.256,0.344,37.513,2.743,1200.607,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,2.6,1.6,4:18,INT ML,12,N,N,5.97,317.089,02:48,10.053,CMFL,1025,65000,E.R. WELD,24,1516.4,2106.1,1523.6,2116.1,0.676,1.13,1.0,1.2,2022,Metal Loss_1200.6,True,1200.607,1199.85,METAL_LOSS,False,4.3,160,1196.5510366156598
480,40.256,0.344,38.241,2.014,1201.335,Metal Loss,Internal,11.0,0.038,26.0,GENE,25.0,,,,1.2,2.6,5:54,INT ML,12,N,N,5.97,317.31,02:48,18.85,CMFL,1025,65000,E.R. WELD,24,1540.1,2139.1,1539.9,2138.7,0.666,1.148,1.0,1.2,2022,Metal Loss_1201.3,True,1201.335,1200.578,METAL_LOSS,False,5.9,161,1197.2753112579492
480,40.256,0.344,38.927,1.329,1202.021,Metal Loss,Internal,18.0,0.062,33.0,GENE,25.0,,,,4.3,2.2,5:55,INT ML,12,N,N,5.97,317.518,02:48,19.897,CMFL,1025,65000,E.R. WELD,24,1456.2,2022.5,1504.5,2089.6,0.704,1.085,1.0,1.2,2022,Metal Loss_1202.0,True,1202.021,1201.264,METAL_LOSS,False,5.916666666666667,162,1197.9578008247217
490,40.049,0.344,1.253,38.796,1204.603,Metal Loss,Internal,13.0,0.044,28.0,PITT,20.0,,,,0.5,0.7,5:43,INT ML,27,N,N,5.97,318.302,09:16,22.201,CMFL,1025,65000,E.R. WELD,24,1546.1,2147.3,1545.7,2146.8,0.663,1.152,0.6,1.2,2022,Metal Loss_1204.6,True,1204.603,1203.846,METAL_LOSS,False,5.716666666666667,164,1200.530528352768
490,40.049,0.344,4.377,35.673,1207.726,Metal Loss,Internal,18.0,0.062,33.0,GENE,20.0,,,,4.2,3.9,5:56,INT ML,27,N,N,5.97,319.253,09:16,19.687,CMFL,1025,65000,E.R. WELD,24,1459.8,2027.5,1494.7,2076.0,0.702,1.087,1.0,1.2,2022,Metal Loss_1207.7,True,1207.726,1206.969,METAL_LOSS,False,5.933333333333334,166,1203.6473679742317
490,40.049,0.344,4.898,35.151,1208.248,Metal Loss,Internal,14.0,0.048,29.0,CIGR,25.0,,,,1.0,3.1,5:59,INT ML,27,N,N,5.97,319.413,09:16,19.897,CMFL,1025,65000,E.R. WELD,24,1540.5,2139.6,1540.4,2139.5,0.665,1.148,1.0,1.2,2022,Metal Loss_1208.2,True,1208.248,1207.491,METAL_LOSS,False,5.983333333333333,167,1204.1683382856002
490,40.049,0.344,5.358,34.692,1208.707,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,9.0,3.3,6:01,INT ML,27,N,N,5.97,319.553,09:16,20.735,CMFL,1025,65000,E.R. WELD,24,1429.4,1985.3,1474.3,2047.6,0.717,1.065,1.0,1.2,2022,Metal Loss_1208.7,True,1208.707,1207.95,METAL_LOSS,False,6.016666666666667,168,1204.6264328697348
490,40.049,0.344,6.417,33.632,1209.767,Metal Loss,Internal,18.0,0.062,33.0,CIGR,25.0,,,,0.4,1.5,5:55,INT ML,27,N,N,5.97,319.877,09:16,20.944,CMFL,1025,65000,E.R. WELD,24,1546.0,2147.2,1545.6,2146.6,0.663,1.152,1.0,1.2,2022,Metal Loss_1209.8,True,1209.767,1209.01,METAL_LOSS,False,5.916666666666667,169,1205.6843419311344
490,40.049,0.344,6.896,33.153,1210.246,Metal Loss,Internal,12.0,0.041,27.0,PITT,20.0,,,,0.5,0.5,6:07,INT ML,27,N,N,5.97,320.023,09:16,19.687,CMFL,1025,65000,E.R. WELD,24,1546.6,2148.0,1546.3,2147.7,0.663,1.153,0.6,1.2,2022,Metal Loss_1210.2,True,1210.246,1209.489,METAL_LOSS,False,6.116666666666666,170,1206.1623970635972
490,40.049,0.344,7.602,32.448,1210.951,Metal Loss,Internal,13.0,0.044,28.0,AXGR,20.0,,,,5.8,0.9,6:07,INT ML,27,N,N,5.97,320.238,09:16,19.897,CMFL,1025,65000,E.R. WELD,24,1466.8,2037.3,1514.6,2103.6,0.699,1.091,1.0,1.2,2022,Metal Loss_1211.0,True,1210.951,1210.194,METAL_LOSS,False,6.116666666666666,171,1206.8660063921698
490,40.049,0.344,8.799,31.25,1212.149,Metal Loss,Internal,18.0,0.062,33.0,GENE,20.0,,,,5.1,2.0,5:53,INT ML,27,N,N,5.97,320.604,09:16,21.572,CMFL,1025,65000,E.R. WELD,24,1441.6,2002.2,1512.7,2101.0,0.711,1.073,1.0,1.2,2022,Metal Loss_1212.1,True,1212.149,1211.3919999999998,METAL_LOSS,False,5.883333333333333,172,1208.0616432370346
490,40.049,0.344,9.537,30.512,1212.887,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,5.6,2.9,5:52,INT ML,27,N,N,5.97,320.829,09:16,20.944,CMFL,1025,65000,E.R. WELD,24,1458.7,2025.9,1505.7,2091.2,0.703,1.088,0.6,1.2,2022,Metal Loss_1212.9,True,1212.887,1212.13,METAL_LOSS,False,5.866666666666667,173,1208.798187470349
490,40.049,0.344,10.22,29.829,1213.57,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,9.6,4.3,06:00,INT ML,27,N,N,5.97,321.038,09:16,21.782,CMFL,1025,65000,E.R. WELD,24,1433.5,1991.0,1464.6,2034.2,0.715,1.069,1.0,1.2,2022,Metal Loss_1213.6,True,1213.57,1212.813,METAL_LOSS,False,6.0,174,1209.4798401957603
490,40.049,0.344,11.276,28.773,1214.626,Metal Loss,Internal,10.0,0.034,25.0,GENE,20.0,,,,5.0,3.0,6:03,INT ML,27,N,N,5.97,321.36,09:16,19.268,CMFL,1025,65000,E.R. WELD,24,1490.4,2070.1,1507.8,2094.2,0.688,1.111,0.6,1.2,2022,Metal Loss_1214.6,True,1214.626,1213.869,METAL_LOSS,False,6.05,175,1210.5337571474943
490,40.049,0.344,14.249,25.801,1217.598,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,5.0,1.8,5:54,INT ML,27,N,N,5.97,322.268,09:16,20.944,CMFL,1025,65000,E.R. WELD,24,1484.1,2061.2,1505.8,2091.3,0.691,1.107,1.0,1.2,2022,Metal Loss_1217.6,True,1217.598,1216.841,METAL_LOSS,False,5.9,176,1213.4998946290793
490,40.049,0.344,14.902,25.148,1218.251,Metal Loss,Internal,15.0,0.052,30.0,GENE,20.0,,,,1.3,1.4,6:05,INT ML,27,N,N,5.97,322.467,09:16,19.897,CMFL,1025,65000,E.R. WELD,24,1535.0,2131.9,1532.3,2128.2,0.668,1.144,1.0,1.2,2022,Metal Loss_1218.3,True,1218.251,1217.494,METAL_LOSS,False,6.083333333333333,177,1214.1516065319984
490,40.049,0.344,15.423,24.626,1218.773,Metal Loss,Internal,16.0,0.055,31.0,GENE,20.0,,,,3.4,2.5,5:50,INT ML,27,N,N,5.97,322.627,09:16,20.944,CMFL,1025,65000,E.R. WELD,24,1485.3,2062.9,1513.2,2101.6,0.69,1.107,1.0,1.2,2022,Metal Loss_1218.8,True,1218.773,1218.0159999999998,METAL_LOSS,False,5.833333333333333,178,1214.6725768433669
490,40.049,0.344,16.273,23.776,1219.623,Metal Loss,Internal,15.0,0.052,30.0,GENE,20.0,,,,8.9,3.5,06:00,INT ML,27,N,N,5.97,322.886,09:16,19.478,CMFL,1025,65000,E.R. WELD,24,1419.8,1971.9,1476.3,2050.4,0.722,1.059,1.0,1.2,2022,Metal Loss_1219.6,True,1219.623,1218.866,METAL_LOSS,False,6.0,179,1215.5209001473197
490,40.049,0.344,17.201,22.848,1220.551,Metal Loss,Internal,12.0,0.041,32.0,AXSL,20.0,,,,0.7,0.2,5:46,INT ML,27,N,N,5.97,323.17,09:16,21.991,CMFL,1025,65000,E.R. WELD,24,1545.1,2146.0,1544.6,2145.2,0.663,1.152,1.0,1.2,2022,Metal Loss_1220.6,True,1220.551,1219.794,METAL_LOSS,False,5.766666666666667,180,1216.4470695897526
490,40.049,0.344,18.471,21.578,1221.821,Metal Loss,Internal,11.0,0.038,26.0,PITT,20.0,,,,0.7,0.5,5:53,INT ML,27,N,N,5.97,323.557,09:16,21.153,CMFL,1025,65000,E.R. WELD,24,1545.0,2145.9,1544.4,2145.1,0.664,1.152,0.6,1.2,2022,Metal Loss_1221.8,True,1221.821,1221.064,METAL_LOSS,False,5.883333333333333,181,1217.7145644085995
490,40.049,0.344,18.77,21.28,1222.119,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,4.3,1.5,5:58,INT ML,27,N,N,5.97,323.649,09:16,20.316,CMFL,1025,65000,E.R. WELD,24,1480.0,2055.5,1512.9,2101.2,0.693,1.102,1.0,1.2,2022,Metal Loss_1222.1,True,1222.119,1221.362,METAL_LOSS,False,5.966666666666667,182,1218.011976578691
490,40.049,0.344,19.79,20.259,1223.14,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,6.5,3.0,6:04,INT ML,27,N,N,5.97,323.96,09:16,19.059,CMFL,1025,65000,E.R. WELD,24,1458.0,2025.0,1500.5,2084.0,0.703,1.086,0.6,1.2,2022,Metal Loss_1223.1,True,1223.14,1222.383,METAL_LOSS,False,6.066666666666666,183,1219.030962570851
490,40.049,0.344,21.247,18.802,1224.596,Metal Loss,Internal,14.0,0.048,29.0,PITT,20.0,,,,0.4,0.5,6:16,INT ML,27,N,N,5.97,324.405,09:16,18.85,CMFL,1025,65000,E.R. WELD,24,1546.5,2147.9,1546.2,2147.5,0.663,1.153,0.6,1.2,2022,Metal Loss_1224.6,True,1224.596,1223.839,METAL_LOSS,False,6.266666666666667,184,1220.484090489151
490,40.049,0.344,21.896,18.153,1225.246,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,2.9,3.6,6:03,INT ML,27,N,N,5.97,324.604,09:16,18.85,CMFL,1025,65000,E.R. WELD,24,1514.8,2103.9,1512.5,2100.8,0.677,1.128,1.0,1.2,2022,Metal Loss_1225.2,True,1225.246,1224.489,METAL_LOSS,False,6.05,185,1221.1328083098206
490,40.049,0.344,22.575,17.474,1225.925,Metal Loss,Internal,19.0,0.065,34.0,CISL,,,,,0.4,2.8,6:07,INT ML,27,N,N,5.97,324.811,09:16,19.687,CMFL,1025,65000,E.R. WELD,24,1546.6,2148.1,1546.3,2147.7,0.663,1.153,1.0,1.2,2022,Metal Loss_1225.9,True,1225.925,1225.168,METAL_LOSS,False,6.116666666666666,186,1221.8104689255663
490,40.049,0.344,25.636,14.413,1228.986,Metal Loss,Internal,11.0,0.038,26.0,GENE,20.0,,,,3.5,3.5,5:57,INT ML,27,N,N,5.97,325.745,09:16,20.316,CMFL,1025,65000,E.R. WELD,24,1504.2,2089.2,1512.8,2101.1,0.682,1.121,1.0,1.2,2022,Metal Loss_1229.0,True,1228.986,1228.229,METAL_LOSS,False,5.95,188,1224.8654308472123
610,40.148,0.344,0.344,39.803,1680.213,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,10.3,5.3,7:46,EXT ML,5,N,N,5.97,486.228,UNKN,,CMFL,1025,65000,E.R. WELD,24,1274.6,1770.3,1376.7,1912.1,0.804,0.95,1.0,1.2,2022,Metal Loss_1680.2,True,1680.213,1679.456,METAL_LOSS,False,7.766666666666667,210,1674.8497768035072
610,40.148,0.344,0.837,39.308,1680.709,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,2.3,3.1,12:31,EXT ML,5,N,N,5.97,486.396,UNKN,,CMFL,1025,65000,E.R. WELD,24,1493.6,2074.5,1489.1,2068.2,0.686,1.114,1.0,1.2,2022,Metal Loss_1680.7,True,1680.709,1679.952,METAL_LOSS,False,12.516666666666667,211,1675.343997608609
610,40.148,0.344,0.909,39.239,1680.778,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,1.7,1.5,9:30,EXT ML,5,N,N,5.97,486.419,UNKN,,CMFL,1025,65000,E.R. WELD,24,1499.5,2082.7,1487.7,2066.3,0.684,1.118,1.0,1.2,2022,Metal Loss_1680.8,True,1680.778,1680.021,METAL_LOSS,False,9.5,212,1675.4127500996412
610,40.148,0.344,1.024,39.124,1680.892,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,3.4,2.6,6:39,EXT ML,5,N,N,5.97,486.459,UNKN,,CMFL,1025,65000,E.R. WELD,24,1457.5,2024.3,1438.4,1997.8,0.703,1.087,1.0,1.2,2022,Metal Loss_1680.9,True,1680.892,1680.135,METAL_LOSS,False,6.65,213,1675.5263411717815
610,40.148,0.344,1.312,38.832,1681.184,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,1.4,1.3,4:50,EXT ML,5,N,N,5.97,486.557,UNKN,,CMFL,1025,65000,E.R. WELD,24,1523.5,2116.0,1518.0,2108.4,0.673,1.136,1.0,1.2,2022,Metal Loss_1681.2,True,1681.184,1680.427,METAL_LOSS,False,4.833333333333333,214,1675.8172937425268
710,40.026,0.344,36.667,3.356,2103.645,Metal Loss,Internal,25.0,0.086,40.0,GENE,20.0,,,,1.2,2.1,11:39,INT ML,5,N,N,5.97,621.109,02:36,19.268,CMFL,1025,65000,E.R. WELD,24,1527.0,2120.8,1528.1,2122.3,0.671,1.138,0.6,1.2,2022,Metal Loss_2103.6,True,2103.645,2102.888,METAL_LOSS,False,11.65,227,2097.0667048946852
710,40.026,0.344,38.143,1.883,2105.118,Metal Loss,Internal,19.0,0.065,34.0,AXGR,20.0,,,,3.0,1.1,12:34,INT ML,5,N,N,5.97,621.543,02:36,12.776,CMFL,1025,65000,E.R. WELD,24,1483.3,2060.2,1500.4,2083.9,0.691,1.106,0.6,1.2,2022,Metal Loss_2105.1,True,2105.118,2104.361,METAL_LOSS,False,12.566666666666666,229,2098.542906828573
710,40.026,0.344,38.392,1.634,2105.367,Metal Loss,Internal,13.0,0.044,28.0,PITT,20.0,,,,1.0,1.3,11:44,INT ML,5,N,N,5.97,621.616,02:36,18.012,CMFL,1025,65000,E.R. WELD,24,1540.8,2140.0,1539.3,2137.9,0.665,1.148,0.6,1.2,2022,Metal Loss_2105.4,True,2105.367,2104.61,METAL_LOSS,False,11.733333333333333,230,2098.7924480923466
710,40.026,0.344,39.17,0.853,2106.148,Metal Loss,Internal,23.0,0.079,38.0,PITT,20.0,,,,1.0,1.1,11:41,INT ML,5,N,N,5.97,621.846,02:36,18.221,CMFL,1025,65000,E.R. WELD,24,1535.3,2132.4,1532.4,2128.4,0.668,1.144,0.6,1.2,2022,Metal Loss_2106.1,True,2106.148,2105.391,METAL_LOSS,False,11.683333333333334,231,2099.5751457911697
720,40.279,0.344,6.624,33.655,2113.625,Metal Loss,Internal,26.0,0.089,41.0,AXGR,20.0,,,,1.6,0.5,11:57,INT ML,16,N,N,5.97,624.053,04:00,25.342,CMFL,1025,65000,E.R. WELD,24,1512.7,2100.9,1504.5,2089.6,0.678,1.127,1.0,1.2,2022,Metal Loss_2113.6,True,2113.625,2112.868,METAL_LOSS,False,11.95,234,2107.0130512177557
720,40.279,0.344,11.926,28.353,2118.927,Metal Loss,Internal,19.0,0.065,34.0,GENE,20.0,,,,1.3,2.4,11:54,INT ML,16,N,N,5.97,625.622,04:00,25.761,CMFL,1025,65000,E.R. WELD,24,1529.7,2124.6,1525.7,2119.1,0.67,1.14,1.0,1.2,2022,Metal Loss_2118.9,True,2118.927,2118.17,METAL_LOSS,False,11.9,237,2112.282274882693
720,40.279,0.344,13.711,26.568,2120.712,Metal Loss,Internal,21.0,0.072,36.0,GENE,20.0,,,,1.3,1.8,11:57,INT ML,16,N,N,5.97,626.15,04:00,25.342,CMFL,1025,65000,E.R. WELD,24,1528.4,2122.7,1524.0,2116.7,0.671,1.139,1.0,1.2,2022,Metal Loss_2120.7,True,2120.712,2119.955,METAL_LOSS,False,11.95,238,2114.056240224434
720,40.279,0.344,37.605,2.674,2144.606,Metal Loss,Internal,25.0,0.086,40.0,GENE,20.0,,,,4.8,4.7,11:24,INT ML,16,N,N,5.97,633.22,04:00,27.018,CMFL,1025,65000,E.R. WELD,24,1401.4,1946.5,1443.1,2004.3,0.731,1.042,1.0,1.2,2022,Metal Loss_2144.6,True,2144.606,2143.849,METAL_LOSS,False,11.4,248,2137.8025303508034
730,40.036,0.344,8.694,31.339,2155.978,Metal Loss,Internal,14.0,0.048,29.0,PITT,20.0,,,,0.9,1.2,11:33,INT ML,13,N,N,5.97,636.619,10:12,8.587,CMFL,1025,65000,E.R. WELD,24,1542.1,2141.8,1540.9,2140.1,0.665,1.15,0.6,1.2,2022,Metal Loss_2156.0,True,2155.978,2155.221,METAL_LOSS,False,11.55,253,2149.1588690178837
730,40.036,0.344,8.973,31.063,2156.253,Metal Loss,Internal,14.0,0.048,29.0,GENE,20.0,,,,8.5,2.9,11:34,INT ML,13,N,N,5.97,636.703,10:12,9.425,CMFL,1025,65000,E.R. WELD,24,1428.4,1984.0,1470.6,2042.5,0.718,1.067,1.0,1.2,2022,Metal Loss_2156.3,True,2156.253,2155.496,METAL_LOSS,False,11.566666666666666,254,2149.433896493156
730,40.036,0.344,18.589,21.447,2165.869,Metal Loss,Internal,42.0,0.144,57.0,GENE,20.0,,,,7.7,4.6,11:49,INT ML,13,N,N,5.97,639.602,10:12,8.378,CMFL,1025,65000,E.R. WELD,24,1180.3,1639.3,1431.2,1987.8,0.869,0.878,1.0,1.2,2022,Metal Loss_2165.9,True,2165.869,2165.112,METAL_LOSS,False,11.816666666666666,258,2159.0508572284944
730,40.036,0.344,27.323,12.71,2174.606,Metal Loss,Internal,14.0,0.048,29.0,AXGR,20.0,,,,2.1,1.0,10:12,INT ML ( ON SW ),13,N,N,5.97,642.236,10:12,0.0,CMFL,1025,65000,E.R. WELD,24,1520.5,2111.8,1515.0,2104.2,0.674,1.134,1.0,1.2,2022,Metal Loss_2174.6,True,2174.606,2173.849,METAL_LOSS,False,10.2,259,2167.788730142872
730,40.036,0.344,36.306,3.73,2183.586,Metal Loss,Internal,20.0,0.069,35.0,GENE,20.0,,,,1.7,1.6,11:42,INT ML,13,N,N,5.97,644.945,10:12,9.425,CMFL,1025,65000,E.R. WELD,24,1518.2,2108.7,1511.8,2099.8,0.675,1.131,1.0,1.2,2022,Metal Loss_2183.6,True,2183.586,2182.8289999999997,METAL_LOSS,False,11.7,262,2176.769627335398
740,40.236,0.344,23.488,16.749,2210.804,Metal Loss,Internal,18.0,0.062,33.0,PITT,20.0,,,,1.0,1.1,5:49,INT ML,10,N,N,5.97,652.992,11:00,32.463,CMFL,1025,65000,E.R. WELD,24,1537.9,2135.9,1535.7,2132.9,0.667,1.146,0.6,1.2,2022,Metal Loss_2210.8,True,2210.804,2210.047,METAL_LOSS,False,5.816666666666666,267,2203.8910965304703
740,40.236,0.344,26.375,13.862,2213.691,Metal Loss,Internal,11.0,0.038,26.0,AXGR,20.0,,,,3.9,0.9,11:50,INT ML,10,N,N,5.97,653.841,11:00,5.236,CMFL,1025,65000,E.R. WELD,24,1497.4,2079.7,1487.7,2066.2,0.685,1.117,1.0,1.2,2022,Metal Loss_2213.7,True,2213.691,2212.9339999999997,METAL_LOSS,False,11.833333333333334,268,2206.766185754051
740,40.236,0.344,28.435,11.801,2215.751,Metal Loss,Internal,22.0,0.076,37.0,PITT,20.0,,,,0.9,1.1,5:49,INT ML,10,N,N,5.97,654.446,11:00,32.463,CMFL,1025,65000,E.R. WELD,24,1536.9,2134.6,1534.4,2131.1,0.667,1.145,0.6,1.2,2022,Metal Loss_2215.8,True,2215.751,2214.994,METAL_LOSS,False,5.816666666666666,269,2208.817686897306
750,39.872,0.344,0.768,39.104,2228.32,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.2,5.2,5:39,EXT ML,14,N,N,5.97,658.141,10:24,30.997,CMFL,1025,65000,E.R. WELD,24,1499.7,2083.0,1490.5,2070.2,0.684,1.116,1.0,1.2,2022,Metal Loss_2228.3,True,2228.32,2227.563,METAL_LOSS,False,5.65,275,2221.336786547288
750,39.872,0.344,0.85,39.022,2228.402,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,22.3,6.9,11:33,EXT ML,14,N,N,5.97,658.165,10:24,6.074,CMFL,1025,65000,E.R. WELD,24,1354.0,1880.6,1358.1,1886.3,0.757,1.007,1.0,1.2,2022,Metal Loss_2228.4,True,2228.402,2227.645,METAL_LOSS,False,11.55,276,2221.4186569859303
760,40.312,0.344,10.702,29.61,2278.127,Metal Loss,Internal,34.0,0.117,49.0,PITT,20.0,,,,1.3,0.9,6:08,INT ML,18,N,N,5.97,671.464,11:36,34.348,CMFL,1025,65000,E.R. WELD,24,1510.6,2098.0,1500.9,2084.6,0.679,1.126,0.6,1.2,2022,Metal Loss_2278.1,True,2278.127,2277.37,METAL_LOSS,False,6.133333333333334,296,2271.0180179107438
760,40.312,0.344,11.66,28.652,2279.085,Metal Loss,Internal,19.0,0.065,34.0,AXGR,20.0,,,,2.2,1.0,4:53,INT ML,18,N,N,5.97,671.714,11:36,33.301,CMFL,1025,65000,E.R. WELD,24,1506.9,2092.9,1498.2,2080.9,0.68,1.123,1.0,1.2,2022,Metal Loss_2279.1,True,2279.085,2278.328,METAL_LOSS,False,4.883333333333333,297,2271.9702904914293
760,40.312,0.344,13.77,26.542,2281.194,Metal Loss,Internal,20.0,0.069,35.0,GENE,20.0,,,,2.2,1.2,6:15,INT ML,18,N,N,5.97,672.263,11:36,33.51,CMFL,1025,65000,E.R. WELD,24,1504.4,2089.5,1495.2,2076.7,0.681,1.121,1.0,1.2,2022,Metal Loss_2281.2,True,2281.194,2280.437,METAL_LOSS,False,6.25,298,2274.0666817990127
760,40.312,0.344,17.152,23.159,2284.577,Metal Loss,Internal,16.0,0.055,31.0,PITT,20.0,,,,1.7,1.1,4:54,INT ML,18,N,N,5.97,673.143,11:36,33.301,CMFL,1025,65000,E.R. WELD,24,1526.8,2120.6,1522.5,2114.5,0.671,1.138,0.6,1.2,2022,Metal Loss_2284.6,True,2284.577,2283.82,METAL_LOSS,False,4.9,299,2277.4294564759
760,40.312,0.344,19.314,20.997,2286.739,Metal Loss,Internal,21.0,0.072,36.0,PITT,20.0,,,,1.7,1.1,4:57,INT ML,18,N,N,5.97,673.706,11:36,33.72,CMFL,1025,65000,E.R. WELD,24,1517.2,2107.2,1510.5,2097.9,0.676,1.131,0.6,1.2,2022,Metal Loss_2286.7,True,2286.739,2285.982,METAL_LOSS,False,4.95,300,2279.578530922081
760,40.312,0.344,30.551,9.76,2297.976,Metal Loss,Internal,29.0,0.1,44.0,AXGR,20.0,,,,1.9,0.6,5:03,INT ML,18,N,N,5.97,676.63,11:36,34.348,CMFL,1025,65000,E.R. WELD,24,1495.0,2076.3,1482.3,2058.8,0.686,1.114,1.0,1.2,2022,Metal Loss_2298.0,True,2297.976,2297.219,METAL_LOSS,False,5.05,303,2290.7483503262138
760,40.312,0.344,37.904,2.408,2305.328,Metal Loss,Internal,19.0,0.065,34.0,AXGR,20.0,,,,2.1,0.9,5:34,INT ML,18,N,N,5.97,678.543,11:36,37.49,CMFL,1025,65000,E.R. WELD,24,1507.6,2093.9,1506.3,2092.1,0.68,1.124,0.6,1.2,2022,Metal Loss_2305.3,True,2305.328,2304.571,METAL_LOSS,False,5.566666666666666,307,2298.0563962690085
770,10.312,0.344,9.314,0.997,2317.051,Metal Loss,Internal,28.0,0.096,43.0,GENE,20.0,,,,5.4,3.8,5:21,INT ML,3,N,N,5.97,681.617,06:36,6.493,CMFL,1025,65000,E.R. WELD,24,1361.4,1890.9,1491.9,2072.2,0.753,1.014,1.0,1.2,2022,Metal Loss_2317.1,True,2317.051,2316.294,METAL_LOSS,False,5.35,311,2309.8354586889063
800,23.753,0.344,8.087,15.666,2381.581,Metal Loss,Internal,11.0,0.038,26.0,AXGR,20.0,,,,2.9,0.9,6:48,INT ML,8,N,N,5.97,695.733,UNKN,,CMFL,1025,65000,E.R. WELD,24,1514.7,2103.8,1508.3,2094.9,0.677,1.128,1.0,1.2,2022,Metal Loss_2381.6,True,2381.581,2380.824,METAL_LOSS,False,6.8,318,2374.023001726098
800,23.753,0.344,8.717,15.036,2382.211,Metal Loss,Internal,13.0,0.044,28.0,GENE,20.0,,,,2.4,1.7,6:49,INT ML,8,N,N,5.97,695.859,UNKN,,CMFL,1025,65000,E.R. WELD,24,1516.1,2105.7,1509.8,2097.0,0.676,1.13,1.0,1.2,2022,Metal Loss_2382.2,True,2382.211,2381.4539999999997,METAL_LOSS,False,6.816666666666666,319,2374.654248305477
800,23.753,0.344,10.994,12.759,2384.488,Metal Loss,Internal,12.0,0.041,27.0,GENE,20.0,,,,13.9,2.5,7:03,INT ML,8,N,N,5.97,696.312,UNKN,,CMFL,1025,65000,E.R. WELD,24,1427.5,1982.6,1447.1,2009.9,0.718,1.065,1.0,1.2,2022,Metal Loss_2384.5,True,2384.488,2383.731,METAL_LOSS,False,7.05,320,2376.9357537995197
800,23.753,0.344,11.198,12.556,2384.692,Metal Loss,Internal,13.0,0.044,28.0,AXGR,20.0,,,,5.2,1.0,4:13,INT ML,8,N,N,5.97,696.352,UNKN,,CMFL,1025,65000,E.R. WELD,24,1470.0,2041.7,1455.1,2021.0,0.697,1.096,1.0,1.2,2022,Metal Loss_2384.7,True,2384.692,2383.935,METAL_LOSS,False,4.216666666666667,321,2377.1401574537954
800,23.753,0.344,12.953,10.801,2386.447,Metal Loss,Internal,10.0,0.034,25.0,AXGR,20.0,,,,3.5,0.4,7:07,INT ML,8,N,N,5.97,696.701,UNKN,,CMFL,1025,65000,E.R. WELD,24,1508.1,2094.6,1500.5,2084.1,0.68,1.125,1.0,1.2,2022,Metal Loss_2386.4,True,2386.447,2385.69,METAL_LOSS,False,7.116666666666666,322,2378.898630067781
