joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,od_reduction_pct,od_reduction_in,anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Tool Velocity [ft/s],elevation_ft,Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),mop_psi,smys_psi,Seam Type,design_pressure_psi,B31G Psafe [PSI],B31G Pburst [PSI],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
1120.0,40.02,0.344,,,3588.86,Girth Weld,,,,,,,,nan,,,0.7,778.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3588.9,False,3588.86,3588.86
1130.0,40.05,0.344,,,3628.88,Girth Weld,,,,,,,,nan,,,0.7,780.44,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3628.9,False,3628.88,3628.88
1140.0,40.01,0.344,,,3668.93,Girth Weld,,,,,,,,nan,,,0.7,777.25,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3668.9,False,3668.93,3668.93
1150.0,34.67,0.344,,,3708.93,Girth Weld,,,,,,,,nan,,,0.7,770.87,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3708.9,False,3708.93,3708.93
1160.0,39.61,0.344,,,3743.6,Girth Weld,,,,,,,,nan,,,0.7,769.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3743.6,False,3743.6,3743.6
1170.0,40.03,0.344,,,3783.21,Girth Weld,,,,,,,,nan,,,0.7,778.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3783.2,False,3783.21,3783.21
1180.0,40.06,0.344,,,3823.24,Girth Weld,,,,,,,,nan,,,0.7,790.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3823.2,False,3823.24,3823.24
1190.0,40.02,0.344,,,3863.29,Girth Weld,,,,,,,,nan,,,0.7,804.66,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3863.3,False,3863.29,3863.29
1200.0,40.03,0.344,,,3903.31,Girth Weld,,,,,,,,nan,,,0.7,816.92,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3903.3,False,3903.31,3903.31
1210.0,40.06,0.344,,,3943.33,Girth Weld,,,,,,,,nan,,,0.7,818.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3943.3,False,3943.33,3943.33
1220.0,40.07,0.344,,,3983.39,Girth Weld,,,,,,,,nan,,,0.7,812.18,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_3983.4,False,3983.39,3983.39
1230.0,40.14,0.344,,,4023.46,Girth Weld,,,,,,,,nan,,,0.7,805.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4023.5,False,4023.46,4023.46
1240.0,28.04,0.344,,,4063.6,Girth Weld,,,,,,,,nan,,,0.7,794.67,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4063.6,False,4063.6,4063.6
1250.0,40.15,0.344,,,4091.65,Girth Weld,,,,,,,,nan,,,0.7,788.39,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4091.7,False,4091.65,4091.65
1260.0,40.06,0.344,,,4131.8,Girth Weld,,,,,,,,nan,,,0.7,780.77,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4131.8,False,4131.8,4131.8
1270.0,39.99,0.344,,,4171.86,Girth Weld,,,,,,,,nan,,,0.7,775.45,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4171.9,False,4171.86,4171.86
1280.0,39.96,0.344,,,4211.84,Girth Weld,,,,,,,,nan,,,0.7,770.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4211.8,False,4211.84,4211.84
1290.0,39.99,0.344,,,4251.81,Girth Weld,,,,,,,,nan,,,0.7,764.75,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4251.8,False,4251.81,4251.81
1300.0,40.0,0.344,,,4291.8,Girth Weld,,,,,,,,nan,,,0.7,759.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4291.8,False,4291.8,4291.8
1310.0,40.02,0.344,,,4331.8,Girth Weld,,,,,,,,nan,,,0.7,752.81,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4331.8,False,4331.8,4331.8
1320.0,39.98,0.344,,,4371.82,Girth Weld,,,,,,,,nan,,,0.7,742.92,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4371.8,False,4371.82,4371.82
1330.0,40.04,0.344,,,4411.8,Girth Weld,,,,,,,,nan,,,0.7,730.32,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4411.8,False,4411.8,4411.8
1340.0,40.0,0.344,,,4451.84,Girth Weld,,,,,,,,nan,,,0.7,715.86,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4451.8,False,4451.84,4451.84
1350.0,40.02,0.344,,,4491.84,Girth Weld,,,,,,,,nan,,,0.7,701.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4491.8,False,4491.84,4491.84
1360.0,40.04,0.344,,,4531.86,Girth Weld,,,,,,,,nan,,,0.7,686.87,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4531.9,False,4531.86,4531.86
1370.0,40.0,0.344,,,4571.9,Girth Weld,,,,,,,,nan,,,0.7,672.27,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4571.9,False,4571.9,4571.9
1380.0,40.01,0.344,,,4611.9,Girth Weld,,,,,,,,nan,,,0.7,657.68,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4611.9,False,4611.9,4611.9
1390.0,39.85,0.344,,,4651.91,Girth Weld,,,,,,,,nan,,,0.7,644.16,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4651.9,False,4651.91,4651.91
1400.0,40.1,0.344,,,4691.76,Girth Weld,,,,,,,,nan,,,0.7,631.03,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4691.8,False,4691.76,4691.76
1410.0,40.09,0.344,,,4731.85,Girth Weld,,,,,,,,nan,,,0.7,617.82,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4731.9,False,4731.85,4731.85
1420.0,40.0,0.344,,,4771.94,Girth Weld,,,,,,,,nan,,,0.7,604.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4771.9,False,4771.94,4771.94
1430.0,39.99,0.344,,,4811.94,Girth Weld,,,,,,,,nan,,,0.7,591.43,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4811.9,False,4811.94,4811.94
1440.0,40.05,0.344,,,4851.93,Girth Weld,,,,,,,,nan,,,0.7,578.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4851.9,False,4851.93,4851.93
1450.0,27.98,0.344,,,4891.97,Girth Weld,,,,,,,,nan,,,0.7,566.87,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4892.0,False,4891.97,4891.97
1460.0,39.89,0.344,,,4919.95,Girth Weld,,,,,,,,nan,,,0.7,559.05,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4919.9,False,4919.95,4919.95
1470.0,39.86,0.344,,,4959.83,Girth Weld,,,,,,,,nan,,,0.7,549.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4959.8,False,4959.83,4959.83
1480.0,36.52,0.344,,,4999.69,Girth Weld,,,,,,,,nan,,,0.7,540.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_4999.7,False,4999.69,4999.69
1490.0,40.08,0.344,,,5036.21,Girth Weld,,,,,,,,nan,,,0.7,533.82,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5036.2,False,5036.21,5036.21
1500.0,30.51,0.344,,,5076.28,Girth Weld,,,,,,,,nan,,,0.7,525.94,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5076.3,False,5076.28,5076.28
1510.0,40.05,0.344,,,5106.79,Girth Weld,,,,,,,,nan,,,0.7,519.96,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5106.8,False,5106.79,5106.79
1520.0,40.15,0.344,,,5146.85,Girth Weld,,,,,,,,nan,,,0.7,512.16,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5146.9,False,5146.85,5146.85
1530.0,38.78,0.344,,,5186.99,Girth Weld,,,,,,,,nan,,,0.7,504.39,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5187.0,False,5186.99,5186.99
1530.0,,,,,5207.38,Above Ground Marker,,,,,,,,nan,AGM#2 AT PLM/ ON ROW,,,500.42,,,,,,,,,,,,,,,,2015,Above Ground Marker_5207.4,False,5207.38,5207.38
1540.0,40.1,0.344,,,5225.78,Girth Weld,,,,,,,,nan,,,0.7,499.38,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5225.8,False,5225.78,5225.78
1550.0,40.05,0.344,,,5265.88,Girth Weld,,,,,,,,nan,,,0.7,497.08,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5265.9,False,5265.88,5265.88
1560.0,40.11,0.344,,,5305.93,Girth Weld,,,,,,,,nan,,,0.7,494.71,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5305.9,False,5305.93,5305.93
1570.0,40.16,0.344,,,5346.04,Girth Weld,,,,,,,,nan,,,0.7,493.5,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5346.0,False,5346.04,5346.04
1580.0,40.09,0.344,,,5386.2,Girth Weld,,,,,,,,nan,,,0.7,492.51,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5386.2,False,5386.2,5386.2
1590.0,22.91,0.344,,,5426.28,Girth Weld,,,,,,,,nan,,,0.7,491.58,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5426.3,False,5426.28,5426.28
1600.0,40.13,0.344,,,5449.19,Girth Weld,,,,,,,,nan,,,0.7,491.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5449.2,False,5449.19,5449.19
1610.0,40.07,0.344,,,5489.32,Girth Weld,,,,,,,,nan,,,0.7,490.18,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5489.3,False,5489.32,5489.32
1620.0,22.96,0.344,,,5529.39,Girth Weld,,,,,,,,nan,,,0.7,489.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5529.4,False,5529.39,5529.39
1630.0,40.09,0.344,,,5552.35,Girth Weld,,,,,,,,nan,,,0.7,488.76,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5552.4,False,5552.35,5552.35
1640.0,15.31,0.344,,,5592.44,Girth Weld,,,,,,,,nan,,,0.7,487.84,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5592.4,False,5592.44,5592.44
1650.0,40.06,0.344,,,5607.75,Girth Weld,,,,,,,,nan,,,0.7,487.49,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5607.8,False,5607.75,5607.75
1660.0,40.06,0.344,,,5647.81,Girth Weld,,,,,,,,nan,,,0.7,486.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5647.8,False,5647.81,5647.81
1670.0,40.04,0.344,,,5687.87,Girth Weld,,,,,,,,nan,,,0.7,485.61,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5687.9,False,5687.87,5687.87
1680.0,26.45,0.344,,,5727.92,Girth Weld,,,,,,,,nan,,,0.7,484.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5727.9,False,5727.92,5727.92
1690.0,40.0,0.344,,,5754.37,Girth Weld,,,,,,,,nan,,,0.7,483.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5754.4,False,5754.37,5754.37
1700.0,40.05,0.344,,,5794.37,Girth Weld,,,,,,,,nan,,,0.7,482.0,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5794.4,False,5794.37,5794.37
1710.0,40.03,0.344,,,5834.42,Girth Weld,,,,,,,,nan,,,0.7,480.29,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5834.4,False,5834.42,5834.42
1720.0,40.09,0.344,,,5874.45,Girth Weld,,,,,,,,nan,,,0.7,478.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5874.4,False,5874.45,5874.45
1730.0,40.08,0.344,,,5914.54,Girth Weld,,,,,,,,nan,,,0.7,477.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5914.5,False,5914.54,5914.54
1740.0,40.03,0.344,,,5954.62,Girth Weld,,,,,,,,nan,,,0.7,475.9,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5954.6,False,5954.62,5954.62
1750.0,40.06,0.344,,,5994.65,Girth Weld,,,,,,,,nan,,,0.7,476.19,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_5994.6,False,5994.65,5994.65
1760.0,36.93,0.344,,,6034.71,Girth Weld,,,,,,,,nan,,,0.7,476.59,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6034.7,False,6034.71,6034.71
1770.0,40.05,0.344,,,6071.64,Girth Weld,,,,,,,,nan,,,0.7,476.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6071.6,False,6071.64,6071.64
1780.0,40.04,0.344,,,6111.68,Girth Weld,,,,,,,,nan,,,0.7,477.11,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6111.7,False,6111.68,6111.68
1790.0,40.01,0.344,,,6151.73,Girth Weld,,,,,,,,nan,,,0.7,477.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6151.7,False,6151.73,6151.73
1800.0,40.04,0.344,,,6191.74,Girth Weld,,,,,,,,nan,,,0.7,477.06,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6191.7,False,6191.74,6191.74
1810.0,40.07,0.344,,,6231.78,Girth Weld,,,,,,,,nan,,,0.7,477.01,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6231.8,False,6231.78,6231.78
1820.0,39.92,0.344,,,6271.85,Girth Weld,,,,,,,,nan,,,0.7,477.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6271.9,False,6271.85,6271.85
1830.0,40.13,0.344,,,6311.77,Girth Weld,,,,,,,,nan,,,0.7,477.28,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6311.8,False,6311.77,6311.77
1840.0,40.11,0.344,,,6351.91,Girth Weld,,,,,,,,nan,,,0.7,477.61,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6351.9,False,6351.91,6351.91
1850.0,19.36,0.344,,,6392.02,Girth Weld,,,,,,,,nan,,,0.7,478.06,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6392.0,False,6392.02,6392.02
1860.0,39.94,0.344,,,6411.38,Girth Weld,,,,,,,,nan,,,0.7,478.32,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6411.4,False,6411.38,6411.38
1870.0,40.01,0.344,,,6451.32,Girth Weld,,,,,,,,nan,,,0.7,478.98,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6451.3,False,6451.32,6451.32
1880.0,39.97,0.344,,,6491.33,Girth Weld,,,,,,,,nan,,,0.7,479.6,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6491.3,False,6491.33,6491.33
1890.0,40.0,0.344,,,6531.29,Girth Weld,,,,,,,,nan,,,0.7,480.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6531.3,False,6531.29,6531.29
1900.0,40.0,0.344,,,6571.3,Girth Weld,,,,,,,,nan,,,0.7,480.53,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6571.3,False,6571.3,6571.3
1910.0,39.93,0.344,,,6611.29,Girth Weld,,,,,,,,nan,,,0.7,480.82,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6611.3,False,6611.29,6611.29
1920.0,39.99,0.344,,,6651.22,Girth Weld,,,,,,,,nan,,,0.7,481.06,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6651.2,False,6651.22,6651.22
1930.0,39.93,0.344,,,6691.21,Girth Weld,,,,,,,,nan,,,0.7,481.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6691.2,False,6691.21,6691.21
1940.0,39.98,0.344,,,6731.14,Girth Weld,,,,,,,,nan,,,0.7,481.93,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6731.1,False,6731.14,6731.14
1950.0,31.98,0.344,,,6771.13,Girth Weld,,,,,,,,nan,,,0.7,482.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6771.1,False,6771.13,6771.13
1960.0,40.1,0.344,,,6803.11,Girth Weld,,,,,,,,nan,,,0.7,483.3,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6803.1,False,6803.11,6803.11
1970.0,20.66,0.344,,,6843.2,Girth Weld,,,,,,,,nan,,,0.7,484.19,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6843.2,False,6843.2,6843.2
1980.0,39.99,0.344,,,6863.86,Girth Weld,,,,,,,,nan,,,0.7,484.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6863.9,False,6863.86,6863.86
1990.0,39.99,0.344,,,6903.85,Girth Weld,,,,,,,,nan,,,0.7,485.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6903.9,False,6903.85,6903.85
2000.0,39.92,0.344,,,6943.85,Girth Weld,,,,,,,,nan,,,0.7,486.14,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6943.9,False,6943.85,6943.85
2010.0,32.86,0.344,,,6983.77,Girth Weld,,,,,,,,nan,,,0.7,485.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_6983.8,False,6983.77,6983.77
2020.0,40.01,0.344,,,7016.64,Girth Weld,,,,,,,,nan,,,0.7,484.87,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7016.6,False,7016.64,7016.64
2030.0,40.03,0.344,,,7056.65,Girth Weld,,,,,,,,nan,,,0.7,484.06,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7056.6,False,7056.65,7056.65
2040.0,39.95,0.344,,,7096.68,Girth Weld,,,,,,,,nan,,,0.7,483.34,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7096.7,False,7096.68,7096.68
2050.0,40.04,0.344,,,7136.64,Girth Weld,,,,,,,,nan,,,0.7,482.79,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7136.6,False,7136.64,7136.64
2060.0,40.06,0.344,,,7176.67,Girth Weld,,,,,,,,nan,,,0.7,482.42,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7176.7,False,7176.67,7176.67
2070.0,40.05,0.344,,,7216.73,Girth Weld,,,,,,,,nan,,,0.7,482.21,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7216.7,False,7216.73,7216.73
2080.0,40.05,0.344,,,7256.79,Girth Weld,,,,,,,,nan,,,0.7,481.88,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7256.8,False,7256.79,7256.79
2090.0,40.05,0.344,,,7296.84,Girth Weld,,,,,,,,nan,,,0.7,480.98,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7296.8,False,7296.84,7296.84
2090.0,,,,,7301.09,Tap,,,,,,,,12:00,,,,480.75,,,,,,,,,,,,,,,,2015,Tap_7301.1,False,7301.09,7301.09
2090.0,,,,,7303.08,Tap,,,,,,,,12:00,,,,480.62,,,,,,,,,,,,,,,,2015,Tap_7303.1,False,7303.08,7303.08
2100.0,40.1,0.344,,,7336.88,Girth Weld,,,,,,,,nan,,,0.7,477.46,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7336.9,False,7336.88,7336.88
2110.0,40.1,0.344,,,7376.98,Girth Weld,,,,,,,,nan,,,0.7,470.89,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7377.0,False,7376.98,7376.98
2120.0,39.96,0.344,,,7417.07,Girth Weld,,,,,,,,nan,,,0.7,461.56,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7417.1,False,7417.07,7417.07
2130.0,40.07,0.344,,,7457.04,Girth Weld,,,,,,,,nan,,,0.7,451.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7457.0,False,7457.04,7457.04
2140.0,40.12,0.344,,,7497.1,Girth Weld,,,,,,,,nan,,,0.7,439.05,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7497.1,False,7497.1,7497.1
2150.0,40.09,0.344,,,7537.23,Girth Weld,,,,,,,,nan,,,0.7,424.81,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7537.2,False,7537.23,7537.23
2160.0,40.1,0.344,,,7577.32,Girth Weld,,,,,,,,nan,,,0.7,410.55,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7577.3,False,7577.32,7577.32
2170.0,40.09,0.344,,,7617.42,Girth Weld,,,,,,,,nan,,,0.7,396.31,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7617.4,False,7617.42,7617.42
2180.0,40.12,0.344,,,7657.51,Girth Weld,,,,,,,,nan,,,0.7,382.13,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7657.5,False,7657.51,7657.51
2190.0,40.1,0.344,,,7697.63,Girth Weld,,,,,,,,nan,,,0.7,368.02,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7697.6,False,7697.63,7697.63
2200.0,40.05,0.344,,,7737.73,Girth Weld,,,,,,,,nan,,,0.7,353.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7737.7,False,7737.73,7737.73
2210.0,10.9,0.344,,,7777.78,Girth Weld,,,,,,,,nan,,,0.7,340.07,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7777.8,False,7777.78,7777.78
2220.0,40.1,0.344,,,7788.68,Girth Weld,,,,,,,,nan,,,0.7,336.29,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7788.7,False,7788.68,7788.68
2230.0,40.09,0.344,,,7828.78,Girth Weld,,,,,,,,nan,,,0.7,322.48,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7828.8,False,7828.78,7828.78
2240.0,40.08,0.344,,,7868.87,Girth Weld,,,,,,,,nan,,,0.7,308.69,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7868.9,False,7868.87,7868.87
2250.0,39.86,0.344,,,7908.95,Girth Weld,,,,,,,,nan,,,0.7,295.0,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7908.9,False,7908.95,7908.95
2260.0,40.1,0.344,,,7948.8,Girth Weld,,,,,,,,nan,,,0.7,281.51,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7948.8,False,7948.8,7948.8
2270.0,40.16,0.344,,,7988.9,Girth Weld,,,,,,,,nan,,,0.7,269.41,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_7988.9,False,7988.9,7988.9
2280.0,40.12,0.344,,,8029.06,Girth Weld,,,,,,,,nan,,,0.7,258.64,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8029.1,False,8029.06,8029.06
2290.0,40.03,0.344,,,8069.19,Girth Weld,,,,,,,,nan,,,0.7,247.93,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8069.2,False,8069.19,8069.19
2300.0,40.08,0.344,,,8109.22,Girth Weld,,,,,,,,nan,,,0.7,237.22,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8109.2,False,8109.22,8109.22
2310.0,40.06,0.344,,,8149.3,Girth Weld,,,,,,,,nan,,,0.7,226.45,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8149.3,False,8149.3,8149.3
2320.0,40.08,0.344,,,8189.36,Girth Weld,,,,,,,,nan,,,0.7,215.63,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8189.4,False,8189.36,8189.36
2330.0,40.08,0.344,,,8229.44,Girth Weld,,,,,,,,nan,,,0.7,204.78,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8229.4,False,8229.44,8229.44
2340.0,40.07,0.344,,,8269.53,Girth Weld,,,,,,,,nan,,,0.7,193.99,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8269.5,False,8269.53,8269.53
2350.0,40.1,0.344,,,8309.59,Girth Weld,,,,,,,,nan,,,0.7,183.21,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8309.6,False,8309.59,8309.59
2360.0,40.04,0.344,,,8349.7,Girth Weld,,,,,,,,nan,,,0.7,172.47,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8349.7,False,8349.7,8349.7
2360.0,,,,,8366.7,Above Ground Marker,,,,,,,,nan,AGM#3 33' U/S OF 2 TRACK/ AT PLM,,,167.94,,,,,,,,,,,,,,,,2015,Above Ground Marker_8366.7,False,8366.7,8366.7
2370.0,40.11,0.344,,,8389.73,Girth Weld,,,,,,,,nan,,,0.7,162.95,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8389.7,False,8389.73,8389.73
2380.0,25.18,0.344,,,8429.85,Girth Weld,,,,,,,,nan,,,0.7,155.22,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8429.9,False,8429.85,8429.85
2390.0,40.09,0.344,,,8455.03,Girth Weld,,,,,,,,nan,,,0.7,150.52,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8455.0,False,8455.03,8455.03
2400.0,40.09,0.344,,,8495.11,Girth Weld,,,,,,,,nan,,,0.7,143.23,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8495.1,False,8495.11,8495.11
2410.0,40.08,0.344,,,8535.2,Girth Weld,,,,,,,,nan,,,0.7,136.1,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8535.2,False,8535.2,8535.2
2420.0,40.05,0.344,,,8575.28,Girth Weld,,,,,,,,nan,,,0.7,129.09,,,,1160.0,65000.0,,1342.0,,,,,,,,,2015,Girth Weld_8575.3,False,8575.28,8575.28
