joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,distance_ft,Height[ft],feature_type,depth_pct,id_reduction_pct,anomaly_length_in,anomaly_width_in,burst_pressure_psi,clock_position,internal_external,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
,,0.344,-3.38,1517.65,878.6589,Cluster,10.0,,12.73,8.61,,1:33,YES,,2007,Cluster_1517.7,True,1517.65,1518.0300000000002
,,0.344,-4.14,1518.41,878.7387,Cluster,10.0,,10.87,6.7,,1:02,YES,,2007,Cluster_1518.4,True,1518.41,1518.7900000000002
,,0.344,-28.16,1542.43,881.2638,Cluster,10.0,,6.01,5.8,,1:47,YES,,2007,Cluster_1542.4,True,1542.43,1542.8100000000002
,,0.344,-39.61,1553.88,882.4519,Cluster,10.0,,4.56,8.27,,10:11,YES,,2007,Cluster_1553.9,True,1553.88,1554.2600000000002
580.0,39.99,0.344,,1554.3,882.4955,Girth Weld,,,,,,nan,,,2007,Girth Weld_1554.3,False,1554.3,1554.68
,,0.344,-5.75,1560.05,883.08,Metal Loss,11.0,,0.75,0.55,,9:56,YES,,2007,Metal Loss_1560.0,True,1560.05,1560.43
,,0.344,-9.49,1563.79,883.4539,Cluster,10.0,,10.93,6.66,,10:26,YES,,2007,Cluster_1563.8,True,1563.79,1564.17
,,0.344,-17.53,1571.84,884.2396,Cluster,11.0,,4.52,3.33,,10:40,YES,,2007,Cluster_1571.8,True,1571.84,1572.22
,,0.344,-21.56,1575.87,884.6258,Cluster,15.0,,7.39,6.91,,10:35,YES,,2007,Cluster_1575.9,True,1575.87,1576.25
,,0.344,-27.71,1582.01,885.2172,Cluster,10.0,,3.26,4.34,,10:37,YES,,2007,Cluster_1582.0,True,1582.01,1582.39
,,0.344,-29.84,1584.15,885.4233,Cluster,14.0,,3.89,3.14,,10:35,YES,,2007,Cluster_1584.2,True,1584.15,1584.5300000000002
,,0.344,-30.3,1584.61,885.4672,Cluster,11.0,,13.44,6.97,,10:37,YES,,2007,Cluster_1584.6,True,1584.61,1584.99
,,0.344,-33.22,1587.53,885.749,Cluster,10.0,,4.07,6.97,,10:14,YES,,2007,Cluster_1587.5,True,1587.53,1587.91
,,0.344,-39.49,1593.8,886.361,Cluster,10.0,,5.5,16.65,,9:06,YES,,2007,Cluster_1593.8,True,1593.8,1594.18
590.0,40.11,0.344,,1594.3,886.4096,Girth Weld,,,,,,nan,,,2007,Girth Weld_1594.3,False,1594.3,1594.68
,,0.344,-0.7,1595.0,886.478,Cluster,14.0,,5.1,20.55,,8:21,YES,,2007,Cluster_1595.0,True,1595.0,1595.38
,,0.344,-0.81,1595.1,886.4883,Metal Loss,20.0,,1.18,6.34,1.87,6:57,YES,,2007,Metal Loss_1595.1,True,1595.1,1595.48
,,0.344,-15.69,1609.99,887.9465,Metal Loss,10.0,,0.67,0.59,,12:24,YES,,2007,Metal Loss_1610.0,True,1609.99,1610.3700000000001
,,0.344,-34.48,1628.77,889.7887,Cluster,11.0,,0.8,2.12,,10:29,YES,,2007,Cluster_1628.8,True,1628.77,1629.15
,,0.344,-40.09,1634.38,890.3414,Cluster,10.0,,5.09,11.1,,9:54,YES,,2007,Cluster_1634.4,True,1634.38,1634.7600000000002
600.0,40.11,0.344,,1634.4,890.3433,Girth Weld,,,,,,nan,,,2007,Girth Weld_1634.4,False,1634.4,1634.7800000000002
,,0.344,-0.01,1634.41,890.3443,Cluster,10.0,,6.9,26.12,,12:16,YES,,2007,Cluster_1634.4,True,1634.41,1634.7900000000002
,,0.344,-0.91,1635.31,890.4325,Cluster,11.0,,4.88,22.14,,12:19,YES,,2007,Cluster_1635.3,True,1635.31,1635.69
,,0.344,-39.52,1673.93,894.1085,Cluster,11.0,,6.3,11.71,,9:27,YES,,2007,Cluster_1673.9,True,1673.93,1674.3100000000002
,,0.344,-40.11,1674.51,894.1603,Cluster,10.0,,5.08,12.73,,9:47,YES,,2007,Cluster_1674.5,True,1674.51,1674.89
610.0,40.0,0.344,,1674.51,894.1604,Girth Weld,,,,,,nan,,,2007,Girth Weld_1674.5,False,1674.51,1674.89
,,0.344,-22.33,1696.83,896.1156,Cluster,11.0,,0.92,2.85,,12:20,YES,,2007,Cluster_1696.8,True,1696.83,1697.21
,,0.344,-39.58,1714.09,897.5261,Cluster,11.0,,5.06,11.94,,9:52,YES,,2007,Cluster_1714.1,True,1714.09,1714.47
620.0,39.95,0.344,,1714.51,897.555,Girth Weld,,,,,,nan,,,2007,Girth Weld_1714.5,False,1714.51,1714.89
630.0,39.97,0.344,,1754.45,900.2311,Girth Weld,,,,,,nan,,,2007,Girth Weld_1754.5,False,1754.45,1754.8300000000002
,,0.344,-36.06,1790.51,902.3065,Cluster,10.0,,2.77,2.26,,11:07,YES,,2007,Cluster_1790.5,True,1790.51,1790.89
640.0,27.04,0.344,,1794.43,902.4966,Girth Weld,,,,,,nan,,,2007,Girth Weld_1794.4,False,1794.43,1794.8100000000002
650.0,40.01,0.344,,1821.46,903.6467,Girth Weld,,,,,,nan,,,2007,Girth Weld_1821.5,False,1821.46,1821.8400000000001
660.0,39.89,0.344,,1861.47,904.9192,Girth Weld,,,,,,nan,,,2007,Girth Weld_1861.5,False,1861.47,1861.8500000000001
670.0,38.83,0.344,,1901.36,905.8059,Girth Weld,,,,,,nan,,,2007,Girth Weld_1901.4,False,1901.36,1901.74
680.0,39.96,0.344,,1940.19,906.3068,Girth Weld,,,,,,nan,,,2007,Girth Weld_1940.2,False,1940.19,1940.5700000000002
690.0,40.06,0.344,,1980.16,906.7852,Girth Weld,,,,,,nan,,,2007,Girth Weld_1980.2,False,1980.16,1980.5400000000002
700.0,40.11,0.344,,2020.22,907.2594,Girth Weld,,,,,,nan,,,2007,Girth Weld_2020.2,False,2020.22,2020.6000000000001
710.0,40.1,0.344,,2060.32,908.0495,Girth Weld,,,,,,nan,,,2007,Girth Weld_2060.3,False,2060.32,2060.7000000000003
720.0,40.03,0.344,,2100.43,909.357,Girth Weld,,,,,,nan,,,2007,Girth Weld_2100.4,False,2100.43,2100.81
,,0.344,-4.02,2104.45,909.5225,Metal Loss,13.0,,0.51,0.59,,11:59,YES,,2007,Metal Loss_2104.4,True,2104.45,2104.83
,,0.344,-11.71,2112.13,909.841,Cluster,10.0,,2.84,2.81,,11:54,YES,,2007,Cluster_2112.1,True,2112.13,2112.51
,,0.344,-13.09,2113.52,909.8994,Metal Loss,14.0,,0.79,0.71,,6:42,YES,,2007,Metal Loss_2113.5,True,2113.52,2113.9
,,0.344,-13.82,2114.25,909.9303,Metal Loss,10.0,,1.34,0.79,,11:06,YES,,2007,Metal Loss_2114.2,True,2114.25,2114.63
,,0.344,-18.3,2118.73,910.1192,Cluster,13.0,,2.03,3.02,,6:09,YES,,2007,Cluster_2118.7,True,2118.73,2119.11
,,0.344,-20.1,2120.53,910.1957,Metal Loss,10.0,,0.35,0.71,,12:49,YES,,2007,Metal Loss_2120.5,True,2120.53,2120.9100000000003
,,0.344,-21.44,2121.87,910.2533,Cluster,11.0,,2.93,4.88,,12:44,YES,,2007,Cluster_2121.9,True,2121.87,2122.25
,,0.344,-22.62,2123.05,910.3039,Metal Loss,12.0,,0.75,0.83,,4:56,YES,,2007,Metal Loss_2123.1,True,2123.05,2123.4300000000003
,,0.344,-23.67,2124.09,910.3487,Metal Loss,10.0,,0.71,0.71,,5:21,YES,,2007,Metal Loss_2124.1,True,2124.09,2124.4700000000003
,,0.344,-25.92,2126.34,910.4453,Metal Loss,11.0,,0.79,1.14,,6:03,YES,,2007,Metal Loss_2126.3,True,2126.34,2126.7200000000003
,,0.344,-26.56,2126.98,910.4728,Cluster,22.0,,1.81,2.98,1.84,6:06,YES,,2007,Cluster_2127.0,True,2126.98,2127.36
,,0.344,-26.63,2127.06,910.476,Cluster,11.0,,2.38,2.05,,6:58,YES,,2007,Cluster_2127.1,True,2127.06,2127.44
,,0.344,-36.07,2136.49,910.9471,Metal Loss,15.0,,0.75,0.71,,12:00,YES,,2007,Metal Loss_2136.5,True,2136.49,2136.87
,,0.344,-37.34,2137.77,911.0257,Cluster,12.0,,4.24,4.38,,11:17,YES,,2007,Cluster_2137.8,True,2137.77,2138.15
,,0.344,-38.96,2139.38,911.1251,Metal Loss,11.0,,0.43,0.71,,11:57,YES,,2007,Metal Loss_2139.4,True,2139.38,2139.76
,,0.344,-39.88,2140.31,911.1823,Metal Loss,12.0,,0.67,0.71,,4:47,YES,,2007,Metal Loss_2140.3,True,2140.31,2140.69
730.0,40.04,0.344,,2140.46,911.1916,Girth Weld,,,,,,nan,,,2007,Girth Weld_2140.5,False,2140.46,2140.84
,,0.344,-5.88,2146.34,911.5635,Cluster,10.0,,1.81,1.4,,11:59,YES,,2007,Cluster_2146.3,True,2146.34,2146.7200000000003
,,0.344,-7.73,2148.19,911.6828,Metal Loss,19.0,,0.79,0.55,,5:36,YES,,2007,Metal Loss_2148.2,True,2148.19,2148.57
,,0.344,-9.98,2150.44,911.8277,Metal Loss,10.0,,0.71,0.71,,7:16,YES,,2007,Metal Loss_2150.4,True,2150.44,2150.82
,,0.344,-13.06,2153.51,912.0268,Metal Loss,15.0,,0.91,0.91,,6:39,YES,,2007,Metal Loss_2153.5,True,2153.51,2153.8900000000003
,,0.344,-17.03,2157.49,912.2906,Metal Loss,25.0,,0.71,0.63,1.88,6:58,YES,,2007,Metal Loss_2157.5,True,2157.49,2157.87
,,0.344,-19.12,2159.58,912.4296,Metal Loss,10.0,,1.26,1.06,,11:44,YES,,2007,Metal Loss_2159.6,True,2159.58,2159.96
,,0.344,-20.62,2161.08,912.529,Metal Loss,17.0,,0.63,0.55,,6:40,YES,,2007,Metal Loss_2161.1,True,2161.08,2161.46
,,0.344,-34.16,2174.62,913.456,Metal Loss,12.0,,0.87,0.91,,6:31,YES,,2007,Metal Loss_2174.6,True,2174.62,2175.0
,,0.344,-36.31,2176.77,913.6075,Metal Loss,14.0,,0.59,0.79,,12:04,YES,,2007,Metal Loss_2176.8,True,2176.77,2177.15
,,0.344,-38.82,2179.28,913.7847,Metal Loss,10.0,,0.59,0.71,,4:34,YES,,2007,Metal Loss_2179.3,True,2179.28,2179.6600000000003
,,0.344,-38.99,2179.45,913.7965,Cluster,11.0,,2.76,4.38,,5:04,YES,,2007,Cluster_2179.4,True,2179.45,2179.83
740.0,40.07,0.344,,2180.5,913.8707,Girth Weld,,,,,,nan,,,2007,Girth Weld_2180.5,False,2180.5,2180.88
,,0.344,-1.23,2181.73,913.9577,Metal Loss,12.0,,1.61,0.83,,5:17,YES,,2007,Metal Loss_2181.7,True,2181.73,2182.11
,,0.344,-3.76,2184.26,914.1366,Metal Loss,10.0,,0.51,0.71,,12:11,YES,,2007,Metal Loss_2184.3,True,2184.26,2184.6400000000003
,,0.344,-12.11,2192.61,914.7337,Metal Loss,12.0,,0.59,0.71,,7:18,YES,,2007,Metal Loss_2192.6,True,2192.61,2192.9900000000002
,,0.344,-13.63,2194.13,914.8433,Metal Loss,11.0,,0.71,0.59,,11:58,YES,,2007,Metal Loss_2194.1,True,2194.13,2194.51
,,0.344,-38.22,2218.72,916.6591,Metal Loss,12.0,,0.98,0.71,,5:13,YES,,2007,Metal Loss_2218.7,True,2218.72,2219.1
,,0.344,-39.74,2220.24,916.7737,Cluster,16.0,,3.12,2.77,,5:23,YES,,2007,Cluster_2220.2,True,2220.24,2220.62
,,0.344,-39.74,2220.24,916.7741,Metal Loss,11.0,,0.91,0.59,,6:19,YES,,2007,Metal Loss_2220.2,True,2220.24,2220.62
750.0,39.82,0.344,,2220.57,916.7985,Girth Weld,,,,,,nan,,,2007,Girth Weld_2220.6,False,2220.57,2220.9500000000003
,,0.344,-2.29,2222.85,916.9708,Metal Loss,15.0,,0.55,0.71,,7:15,YES,,2007,Metal Loss_2222.8,True,2222.85,2223.23
,,0.344,-6.11,2226.67,917.2614,Metal Loss,10.0,,0.59,0.71,,7:10,YES,,2007,Metal Loss_2226.7,True,2226.67,2227.05
,,0.344,-6.15,2226.72,917.2647,Metal Loss,10.0,,0.91,0.63,,6:24,YES,,2007,Metal Loss_2226.7,True,2226.72,2227.1
,,0.344,-7.41,2227.98,917.3608,Metal Loss,12.0,,0.63,0.71,,7:20,YES,,2007,Metal Loss_2228.0,True,2227.98,2228.36
,,0.344,-8.24,2228.8,917.4236,Metal Loss,10.0,,0.71,0.71,,6:27,YES,,2007,Metal Loss_2228.8,True,2228.8,2229.1800000000003
,,0.344,-12.48,2233.04,917.7464,Metal Loss,13.0,,0.79,0.94,,6:24,YES,,2007,Metal Loss_2233.0,True,2233.04,2233.42
,,0.344,-12.61,2233.17,917.7564,Cluster,11.0,,1.76,1.11,,4:57,YES,,2007,Cluster_2233.2,True,2233.17,2233.55
,,0.344,-13.8,2234.36,917.8472,Cluster,11.0,,2.12,0.73,,7:33,YES,,2007,Cluster_2234.4,True,2234.36,2234.7400000000002
,,0.344,-14.13,2234.69,917.8724,Metal Loss,12.0,,0.63,0.71,,5:14,YES,,2007,Metal Loss_2234.7,True,2234.69,2235.07
,,0.344,-14.68,2235.25,917.9148,Metal Loss,10.0,,1.1,0.83,,6:23,YES,,2007,Metal Loss_2235.2,True,2235.25,2235.63
,,0.344,-18.33,2238.9,918.1934,Cluster,15.0,,2.34,1.11,,5:19,YES,,2007,Cluster_2238.9,True,2238.9,2239.28
,,0.344,-20.64,2241.2,918.3697,Metal Loss,15.0,,0.67,0.71,,4:59,YES,,2007,Metal Loss_2241.2,True,2241.2,2241.58
,,0.344,-21.28,2241.84,918.4186,Metal Loss,12.0,,0.59,0.71,,5:26,YES,,2007,Metal Loss_2241.8,True,2241.84,2242.2200000000003
,,0.344,-23.35,2243.92,918.5765,Metal Loss,17.0,,0.71,0.71,,6:21,YES,,2007,Metal Loss_2243.9,True,2243.92,2244.3
,,0.344,-24.32,2244.89,918.6503,Metal Loss,11.0,,0.75,0.63,,6:11,YES,,2007,Metal Loss_2244.9,True,2244.89,2245.27
,,0.344,-26.45,2247.01,918.811,Metal Loss,17.0,,0.87,0.71,,5:31,YES,,2007,Metal Loss_2247.0,True,2247.01,2247.3900000000003
,,0.344,-28.19,2248.76,918.943,Metal Loss,16.0,,0.63,0.59,,6:26,YES,,2007,Metal Loss_2248.8,True,2248.76,2249.1400000000003
,,0.344,-28.72,2249.29,918.9831,Metal Loss,10.0,,0.71,0.71,,6:01,YES,,2007,Metal Loss_2249.3,True,2249.29,2249.67
,,0.344,-28.93,2249.5,918.9989,Metal Loss,11.0,,0.71,0.71,,6:28,YES,,2007,Metal Loss_2249.5,True,2249.5,2249.88
,,0.344,-33.35,2253.91,919.3328,Metal Loss,13.0,,0.47,0.71,,5:23,YES,,2007,Metal Loss_2253.9,True,2253.91,2254.29
,,0.344,-35.19,2255.76,919.4699,Cluster,18.0,,1.94,0.69,,5:25,YES,,2007,Cluster_2255.8,True,2255.76,2256.1400000000003
,,0.344,-36.84,2257.41,919.5927,Metal Loss,13.0,,0.79,0.67,,6:25,YES,,2007,Metal Loss_2257.4,True,2257.41,2257.79
,,0.344,-37.56,2258.13,919.646,Cluster,11.0,,4.56,3.83,,4:55,YES,,2007,Cluster_2258.1,True,2258.13,2258.51
,,0.344,-39.55,2260.11,919.7917,Cluster,15.0,,3.11,3.31,,5:32,YES,,2007,Cluster_2260.1,True,2260.11,2260.4900000000002
760.0,40.06,0.344,,2260.38,919.8114,Girth Weld,,,,,,nan,,,2007,Girth Weld_2260.4,False,2260.38,2260.76
,,0.344,-0.08,2260.47,919.8172,Cluster,13.0,,1.57,4.48,,5:35,YES,,2007,Cluster_2260.5,True,2260.47,2260.85
,,0.344,-1.62,2262.01,919.9293,Metal Loss,10.0,,0.67,0.71,,7:07,YES,,2007,Metal Loss_2262.0,True,2262.01,2262.3900000000003
,,0.344,-3.59,2263.98,920.0726,Cluster,13.0,,1.66,0.69,,5:57,YES,,2007,Cluster_2264.0,True,2263.98,2264.36
,,0.344,-5.62,2266.01,920.2201,Metal Loss,10.0,,0.47,0.71,,11:47,YES,,2007,Metal Loss_2266.0,True,2266.01,2266.3900000000003
,,0.344,-6.88,2267.26,920.3112,Metal Loss,10.0,,0.79,0.59,,6:03,YES,,2007,Metal Loss_2267.3,True,2267.26,2267.6400000000003
,,0.344,-8.13,2268.51,920.4023,Metal Loss,12.0,,0.55,0.71,,5:25,YES,,2007,Metal Loss_2268.5,True,2268.51,2268.8900000000003
,,0.344,-10.6,2270.99,920.5809,Cluster,10.0,,1.86,1.43,,6:27,YES,,2007,Cluster_2271.0,True,2270.99,2271.37
,,0.344,-30.04,2290.43,921.9339,Cluster,10.0,,3.88,0.71,,5:30,YES,,2007,Cluster_2290.4,True,2290.43,2290.81
,,0.344,-30.6,2290.98,921.9714,Cluster,12.0,,1.62,3.27,,5:42,YES,,2007,Cluster_2291.0,True,2290.98,2291.36
,,0.344,-39.67,2300.05,922.556,Cluster,15.0,,4.56,4.34,,5:52,YES,,2007,Cluster_2300.1,True,2300.05,2300.4300000000003
,,0.344,-39.74,2300.12,922.5602,Cluster,16.0,,4.03,8.09,,3:49,YES,,2007,Cluster_2300.1,True,2300.12,2300.5
770.0,10.39,0.344,,2300.45,922.5808,Girth Weld,,,,,,nan,,,2007,Girth Weld_2300.4,False,2300.45,2300.83
,,0.344,-1.84,2302.29,922.6964,Metal Loss,13.0,,0.67,0.71,,5:47,YES,,2007,Metal Loss_2302.3,True,2302.29,2302.67
,,0.344,-9.55,2310.0,923.1627,Metal Loss,10.0,,1.02,0.87,,6:09,YES,,2007,Metal Loss_2310.0,True,2310.0,2310.38
,,0.344,-10.08,2310.53,923.1944,Metal Loss,14.0,,0.98,0.87,,6:03,YES,,2007,Metal Loss_2310.5,True,2310.53,2310.9100000000003
780.0,40.03,0.344,,2310.84,923.2127,Girth Weld,,,,,,nan,,,2007,Girth Weld_2310.8,False,2310.84,2311.2200000000003
790.0,15.06,0.5,,2350.86,925.498,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_2350.9,False,2350.86,2351.2400000000002
,,,,2358.48,925.9077,Bend,,,,,,nan,,5.0D - 47Â° - Left,2007,Bend_2358.5,False,2358.48,2358.86
800.0,23.8,0.344,,2365.92,926.2426,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_2365.9,False,2365.92,2366.3
,,0.344,-2.37,2368.29,926.2914,Cluster,13.0,,5.62,5.97,,5:40,YES,,2007,Cluster_2368.3,True,2368.29,2368.67
810.0,40.14,0.344,,2389.72,926.2387,Girth Weld,,,,,,nan,,,2007,Girth Weld_2389.7,False,2389.72,2390.1
820.0,40.1,0.344,,2429.86,926.1467,Girth Weld,,,,,,nan,,,2007,Girth Weld_2429.9,False,2429.86,2430.2400000000002
830.0,40.09,0.344,,2469.96,926.181,Girth Weld,,,,,,nan,,,2007,Girth Weld_2470.0,False,2469.96,2470.34
840.0,40.08,0.344,,2510.05,926.2885,Girth Weld,,,,,,nan,,,2007,Girth Weld_2510.1,False,2510.05,2510.4300000000003
850.0,40.1,0.344,,2550.13,926.9249,Girth Weld,,,,,,nan,,,2007,Girth Weld_2550.1,False,2550.13,2550.51
860.0,40.1,0.344,,2590.23,928.7713,Girth Weld,,,,,,nan,,,2007,Girth Weld_2590.2,False,2590.23,2590.61
870.0,40.07,0.344,,2630.32,931.6633,Girth Weld,,,,,,nan,,,2007,Girth Weld_2630.3,False,2630.32,2630.7000000000003
880.0,40.06,0.344,,2670.39,935.4431,Girth Weld,,,,,,nan,,,2007,Girth Weld_2670.4,False,2670.39,2670.77
890.0,40.08,0.344,,2710.45,939.9295,Girth Weld,,,,,,nan,,,2007,Girth Weld_2710.4,False,2710.45,2710.83
900.0,40.06,0.344,,2750.53,945.1271,Girth Weld,,,,,,nan,,,2007,Girth Weld_2750.5,False,2750.53,2750.9100000000003
910.0,40.04,0.344,,2790.6,951.0335,Girth Weld,,,,,,nan,,,2007,Girth Weld_2790.6,False,2790.6,2790.98
920.0,40.0,0.344,,2830.64,957.1712,Girth Weld,,,,,,nan,,,2007,Girth Weld_2830.6,False,2830.64,2831.02
930.0,8.28,0.5,,2870.64,962.9958,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_2870.6,False,2870.64,2871.02
,,,,2874.56,963.4886,Bend,,,,,,nan,,5.9D - 21Â° - Left,2007,Bend_2874.6,False,2874.56,2874.94
940.0,30.78,0.344,,2878.92,964.0185,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_2878.9,False,2878.92,2879.3
950.0,40.03,0.344,,2909.7,967.5674,Girth Weld,,,,,,nan,,,2007,Girth Weld_2909.7,False,2909.7,2910.08
960.0,39.94,0.344,,2949.73,970.3446,Girth Weld,,,,,,nan,,,2007,Girth Weld_2949.7,False,2949.73,2950.11
,,0.344,-32.93,2982.66,971.2751,Metal Loss,10.0,,0.51,0.71,,11:01,YES,,2007,Metal Loss_2982.7,True,2982.66,2983.04
970.0,39.79,0.344,,2989.67,971.4205,Girth Weld,,,,,,nan,,,2007,Girth Weld_2989.7,False,2989.67,2990.05
,,0.344,-1.76,2991.42,971.457,Cluster,12.0,,0.77,1.72,,9:37,YES,,2007,Cluster_2991.4,True,2991.42,2991.8
,,0.344,-1.94,2991.61,971.4608,Metal Loss,13.0,,0.55,0.55,,9:42,YES,,2007,Metal Loss_2991.6,True,2991.61,2991.9900000000002
,,0.344,-3.94,2993.61,971.5022,Cluster,10.0,,1.58,1.36,,9:30,YES,,2007,Cluster_2993.6,True,2993.61,2993.9900000000002
,,0.344,-4.24,2993.91,971.5085,Cluster,12.0,,1.63,0.67,,2:16,YES,,2007,Cluster_2993.9,True,2993.91,2994.29
,,0.344,-4.83,2994.5,971.5207,Cluster,10.0,,4.84,2.81,,9:17,YES,,2007,Cluster_2994.5,True,2994.5,2994.88
,,0.344,-12.41,3002.07,971.677,Metal Loss,10.0,,0.51,0.55,,8:30,YES,,2007,Metal Loss_3002.1,True,3002.07,3002.4500000000003
,,0.344,-12.57,3002.24,971.6804,Metal Loss,11.0,,0.67,0.71,,8:29,YES,,2007,Metal Loss_3002.2,True,3002.24,3002.62
,,0.344,-28.38,3018.05,971.9395,Metal Loss,10.0,,0.63,0.63,,3:09,YES,,2007,Metal Loss_3018.1,True,3018.05,3018.4300000000003
,,0.344,-30.21,3019.88,971.941,Cluster,10.0,,1.76,1.24,,8:31,YES,,2007,Cluster_3019.9,True,3019.88,3020.26
980.0,39.99,0.344,,3029.46,971.9483,Girth Weld,,,,,,nan,,,2007,Girth Weld_3029.5,False,3029.46,3029.84
,,0.344,-21.59,3051.05,971.9481,Cluster,10.0,,4.02,0.71,,4:35,YES,,2007,Cluster_3051.1,True,3051.05,3051.4300000000003
,,0.344,-25.37,3054.83,971.9454,Cluster,10.0,,3.74,1.05,,4:18,YES,,2007,Cluster_3054.8,True,3054.83,3055.21
,,0.344,-25.79,3055.25,971.945,Metal Loss,11.0,,0.67,0.71,,4:22,YES,,2007,Metal Loss_3055.2,True,3055.25,3055.63
,,0.344,-27.05,3056.51,971.9441,Cluster,11.0,,3.52,0.69,,4:17,YES,,2007,Cluster_3056.5,True,3056.51,3056.8900000000003
,,0.344,-27.34,3056.8,971.9439,Cluster,11.0,,4.99,3.83,,7:17,YES,,2007,Cluster_3056.8,True,3056.8,3057.1800000000003
,,0.344,-28.41,3057.87,971.9432,Cluster,11.0,,3.41,1.2,,4:12,YES,,2007,Cluster_3057.9,True,3057.87,3058.25
,,0.344,-28.89,3058.36,971.9428,Metal Loss,12.0,,0.71,0.55,,4:17,YES,,2007,Metal Loss_3058.4,True,3058.36,3058.7400000000002
,,0.344,-29.11,3058.57,971.9426,Cluster,11.0,,6.88,2.77,,3:57,YES,,2007,Cluster_3058.6,True,3058.57,3058.9500000000003
,,0.344,-29.62,3059.08,971.9421,Cluster,11.0,,9.0,3.37,,7:18,YES,,2007,Cluster_3059.1,True,3059.08,3059.46
,,0.344,-29.81,3059.27,971.942,Metal Loss,10.0,,0.91,0.71,,4:14,YES,,2007,Metal Loss_3059.3,True,3059.27,3059.65
,,0.344,-30.3,3059.76,971.9415,Cluster,11.0,,13.36,5.59,,3:47,YES,,2007,Cluster_3059.8,True,3059.76,3060.1400000000003
,,0.344,-30.45,3059.92,971.9414,Cluster,11.0,,7.37,3.88,,7:18,YES,,2007,Cluster_3059.9,True,3059.92,3060.3
,,0.344,-31.23,3060.69,971.9407,Cluster,15.0,,7.08,1.34,,7:42,YES,,2007,Cluster_3060.7,True,3060.69,3061.07
,,0.344,-31.92,3061.38,971.9401,Cluster,15.0,,11.11,2.28,,7:39,YES,,2007,Cluster_3061.4,True,3061.38,3061.76
,,0.344,-32.01,3061.47,971.94,Cluster,15.0,,4.7,5.41,,3:59,YES,,2007,Cluster_3061.5,True,3061.47,3061.85
,,0.344,-32.51,3061.97,971.9396,Cluster,10.0,,6.55,5.03,,3:37,YES,,2007,Cluster_3062.0,True,3061.97,3062.35
,,0.344,-32.95,3062.41,971.9392,Cluster,13.0,,5.17,3.33,,7:34,YES,,2007,Cluster_3062.4,True,3062.41,3062.79
,,0.344,-33.63,3063.09,971.9386,Cluster,11.0,,5.63,3.44,,7:39,YES,,2007,Cluster_3063.1,True,3063.09,3063.4700000000003
,,0.344,-34.09,3063.55,971.9382,Cluster,11.0,,4.67,2.98,,3:46,YES,,2007,Cluster_3063.6,True,3063.55,3063.9300000000003
,,0.344,-39.61,3069.07,971.929,Cluster,12.0,,4.69,5.59,,8:17,YES,,2007,Cluster_3069.1,True,3069.07,3069.4500000000003
990.0,39.95,0.344,,3069.45,971.9267,Girth Weld,,,,,,nan,,,2007,Girth Weld_3069.4,False,3069.45,3069.83
,,,,3075.31,971.8719,Tap,,,,,,12:00,,,2007,Tap_3075.3,False,3075.31,3075.69
1000.0,38.43,0.344,,3109.4,971.1733,Girth Weld,,,,,,nan,,,2007,Girth Weld_3109.4,False,3109.4,3109.78
1010.0,40.03,0.344,,3147.83,970.2689,Girth Weld,,,,,,nan,,,2007,Girth Weld_3147.8,False,3147.83,3148.21
1020.0,40.03,0.344,,3187.86,968.6961,Girth Weld,,,,,,nan,,,2007,Girth Weld_3187.9,False,3187.86,3188.2400000000002
1030.0,40.03,0.344,,3227.9,967.0689,Girth Weld,,,,,,nan,,,2007,Girth Weld_3227.9,False,3227.9,3228.28
1040.0,40.06,0.344,,3267.93,965.3444,Girth Weld,,,,,,nan,,,2007,Girth Weld_3267.9,False,3267.93,3268.31
1050.0,40.12,0.344,,3307.98,963.5412,Girth Weld,,,,,,nan,,,2007,Girth Weld_3308.0,False,3307.98,3308.36
,,0.344,-39.24,3347.22,961.6587,Metal Loss,14.0,,1.18,2.24,,3:48,NO,,2007,Metal Loss_3347.2,True,3347.22,3347.6
,,0.344,-39.32,3347.3,961.6548,Metal Loss,11.0,,0.71,0.94,,7:29,NO,,2007,Metal Loss_3347.3,True,3347.3,3347.6800000000003
1060.0,40.05,0.344,,3348.1,961.6137,Girth Weld,,,,,,nan,,,2007,Girth Weld_3348.1,False,3348.1,3348.48
1070.0,40.01,0.344,,3388.15,959.366,Girth Weld,,,,,,nan,,,2007,Girth Weld_3388.2,False,3388.15,3388.53
,,0.344,-17.89,3406.04,958.2962,Cluster,18.0,,2.56,2.85,,5:32,NO,,2007,Cluster_3406.0,True,3406.04,3406.42
,,0.344,-39.15,3427.3,957.0421,Metal Loss,12.0,,0.87,1.93,,7:45,NO,,2007,Metal Loss_3427.3,True,3427.3,3427.6800000000003
1080.0,39.96,0.344,,3428.16,956.9925,Girth Weld,,,,,,nan,,,2007,Girth Weld_3428.2,False,3428.16,3428.54
1090.0,39.99,0.344,,3468.12,955.056,Girth Weld,,,,,,nan,,,2007,Girth Weld_3468.1,False,3468.12,3468.5
