joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation_ft,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,design_pressure_psi,smys_psi,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
5660,40.226,0.344,39.052,1.175,20417.103,Metal Loss,External,14.0,0.048,29.0,PITT,20.0,,,,1.1,0.7,5:24,EXT ML,3,N,N,5.97,316.867,11:52,34.767,CMFL,1025,65000,E.R. WELD,24,1538.8,2137.2,1536.9,2134.6,0.666,1.147,0.6,1.2,2022,Metal Loss_20417.1,True,20417.103,20416.345999999998
5660,40.226,0.344,39.055,1.171,20417.106,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,3.3,1.9,5:58,EXT ML,3,N,N,5.97,316.866,11:52,37.28,CMFL,1025,65000,E.R. WELD,24,1432.6,1989.7,1418.5,1970.1,0.716,1.067,1.0,1.2,2022,Metal Loss_20417.1,True,20417.106,20416.349
5660,40.226,0.344,39.436,0.791,20417.487,Metal Loss,External,32.0,0.11,47.0,GENE,20.0,,,,1.8,1.5,6:47,EXT ML,3,N,N,5.97,316.747,11:52,31.835,CMFL,1025,65000,E.R. WELD,24,1491.2,2071.2,1477.2,2051.6,0.687,1.112,1.0,1.2,2022,Metal Loss_20417.5,True,20417.487,20416.73
5670,40.187,0.344,,,20418.278,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,316.5,11:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20418.3,False,20418.278,20417.520999999997
5680,38.871,0.344,,,20458.465,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,303.986,12:20,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20458.5,False,20458.465,20457.708
5680,38.871,0.344,37.654,1.217,20496.119,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.9,2.9,5:15,EXT ML,1,N,N,5.97,291.371,12:20,30.997,CMFL,1025,65000,E.R. WELD,24,1427.2,1982.3,1419.4,1971.4,0.718,1.066,1.0,1.2,2022,Metal Loss_20496.1,True,20496.119,20495.361999999997
5690,39.98,0.344,,,20497.336,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,290.961,12:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20497.3,False,20497.336,20496.578999999998
5700,40.194,0.344,,,20537.316,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,277.255,01:12,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20537.3,False,20537.316,20536.558999999997
5700,40.194,0.344,39.131,1.063,20576.447,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,5.1,3.1,5:39,EXT ML,1,N,N,5.97,263.721,01:12,27.855,CMFL,1025,65000,E.R. WELD,24,1438.9,1998.5,1420.2,1972.5,0.712,1.073,1.0,1.2,2022,Metal Loss_20576.4,True,20576.447,20575.69
5710,40.023,0.344,,,20577.51,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,263.354,10:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20577.5,False,20577.51,20576.752999999997
5720,40.226,0.344,,,20617.533,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,248.63,11:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20617.5,False,20617.533,20616.775999999998
5730,39.974,0.344,,,20657.756,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,233.619,12:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20657.8,False,20657.756,20656.999
5740,40.2,0.344,,,20697.73,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,218.58,10:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20697.7,False,20697.73,20696.972999999998
5740,40.2,0.344,19.121,21.076,20716.854,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.9,2.0,6:03,EXT ML,1,N,N,5.97,211.469,10:40,27.437,CMFL,1025,65000,E.R. WELD,24,1473.8,2046.9,1460.3,2028.2,0.696,1.099,1.0,1.2,2022,Metal Loss_20716.9,True,20716.854,20716.096999999998
5750,40.016,0.344,,,20737.93,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,203.644,07:20,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20737.9,False,20737.93,20737.173
5760,40.236,0.344,,,20777.943,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,189.103,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20777.9,False,20777.943,20777.185999999998
5770,40.026,0.344,,,20818.179,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,175.754,01:24,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20818.2,False,20818.179,20817.422
5780,40.272,0.344,,,20858.205,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,163.839,03:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20858.2,False,20858.205,20857.448
5790,11.722,0.344,,,20898.478,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,157.228,11:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20898.5,False,20898.478,20897.720999999998
5790,11.722,0.344,7.116,4.61,20905.594,Seam Weld Manufacturing Anomaly,,,,,,,,,,11.1,,11:27,SWA,1,N,N,5.97,156.619,11:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_20905.6,False,20905.594,20904.837
5800,40.226,0.344,,,20910.203,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,156.399,11:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20910.2,False,20910.203,20909.446
5810,40.144,0.344,,,20950.43,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,154.62,10:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20950.4,False,20950.43,20949.673
5820,33.51,0.344,,,20990.577,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,153.207,11:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_20990.6,False,20990.577,20989.82
5830,40.046,0.344,,,21024.085,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,151.88,12:28,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21024.1,False,21024.085,21023.327999999998
5840,40.4,0.344,,,21064.131,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,3,,,5.97,150.345,10:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21064.1,False,21064.131,21063.374
5840,40.4,0.344,20.433,19.967,21084.564,Seam Weld Manufacturing Anomaly,,,,,,,,,,6.9,,10:47,SWA,3,N,N,5.97,149.5,10:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_21084.6,False,21084.564,21083.806999999997
5840,40.4,0.344,22.927,17.474,21087.057,Seam Weld Manufacturing Anomaly,,,,,,,,,,6.7,,10:44,SWA,3,N,N,5.97,149.395,10:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_21087.1,False,21087.057,21086.3
5840,40.4,0.344,39.6,0.801,21103.73,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,1.3,1.4,6:21,EXT ML,3,N,N,5.97,148.698,10:40,27.018,CMFL,1025,65000,E.R. WELD,24,1525.8,2119.1,1520.7,2112.0,0.672,1.137,1.0,1.2,2022,Metal Loss_21103.7,True,21103.73,21102.972999999998
5850,20.991,0.344,,,21104.531,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,148.664,12:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21104.5,False,21104.531,21103.773999999998
5860,40.213,0.344,,,21125.525,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,147.555,11:08,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21125.5,False,21125.525,21124.768
5870,40.125,0.344,,,21165.738,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,145.863,11:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21165.7,False,21165.738,21164.981
5880,40.056,0.344,,,21205.863,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,144.916,12:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21205.9,False,21205.863,21205.106
5890,40.249,0.344,,,21245.919,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,144.194,10:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21245.9,False,21245.919,21245.162
5900,39.928,0.344,,,21286.168,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,143.175,11:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21286.2,False,21286.168,21285.411
5910,40.233,0.344,,,21326.096,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,141.844,10:24,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21326.1,False,21326.096,21325.339
5910,40.233,0.344,,,21365.482,Start Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER 2012 DIG 12 RECOAT START,0,,,5.97,140.816,10:24,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Repair Marker_21365.5,False,21365.482,21364.725
5920,34.921,0.344,,,21366.332,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,5,,,5.97,140.794,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21366.3,False,21366.332,21365.574999999997
5920,34.921,0.344,0.446,34.472,21366.778,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,8.0,9.2,7:15,EXT ML,5,N,N,5.97,140.783,08:52,9.215,CMFL,1025,65000,E.R. WELD,24,1357.3,1885.2,1348.0,1872.3,0.755,1.012,1.0,1.2,2022,Metal Loss_21366.8,True,21366.778,21366.020999999997
5920,34.921,0.344,0.627,34.295,21366.955,Metal Loss,External,37.0,0.127,52.0,GENE,20.0,,,,5.3,7.8,4:20,EXT ML,5,N,N,5.97,140.778,08:52,28.903,CMFL,1025,65000,E.R. WELD,24,1289.3,1790.7,1299.0,1804.1,0.795,0.963,1.0,1.2,2022,Metal Loss_21367.0,True,21366.955,21366.198
5920,34.921,0.344,0.735,34.186,21367.064,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,2.5,1.5,9:04,EXT ML ( NEAR SW ),5,N,N,5.97,140.775,08:52,1.257,CMFL,1025,65000,E.R. WELD,24,1485.2,2062.8,1471.5,2043.8,0.69,1.107,1.0,1.2,2022,Metal Loss_21367.1,True,21367.064,21366.306999999997
5920,34.921,0.344,0.741,34.177,21367.073,Metal Loss,External,20.0,0.069,35.0,PITT,20.0,,,,1.5,0.9,8:28,EXT ML,5,N,N,5.97,140.775,08:52,2.513,CMFL,1025,65000,E.R. WELD,24,1523.6,2116.1,1518.4,2108.8,0.673,1.135,0.6,1.2,2022,Metal Loss_21367.1,True,21367.073,21366.316
5920,34.921,0.344,,,21367.736,End Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER 2012 DIG 12 RECOAT END,5,,,5.97,140.758,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Repair Marker_21367.7,False,21367.736,21366.979
5920,34.921,0.344,,,21391.217,Attachment,,,,,,,,,,,,06:00,ATTACHMENT,5,,,5.97,140.213,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Attachment_21391.2,False,21391.217,21390.46
5920,34.921,0.344,,,21391.804,Start Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER START,5,,,5.97,140.199,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Repair Marker_21391.8,False,21391.804,21391.047
5920,34.921,0.344,,,21391.873,Start Composite Wrap,,,,,,,,,,,,nan,COMPOSITE WRAP START,5,,,5.97,140.198,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Composite Wrap_21391.9,False,21391.873,21391.115999999998
5920,34.921,0.344,26.001,8.921,21392.329,Metal Loss,External,41.0,0.141,,GENE,,,,,5.6,2.4,6:47,*EXT ML REPAIRED,5,Y,Y,5.97,140.187,08:52,12.985,CMFL,1025,65000,E.R. WELD,24,1248.9,1734.6,1180.7,1639.9,0.821,0.93,,,2022,Metal Loss_21392.3,True,21392.329,21391.572
5920,34.921,0.344,,,21393.196,End Composite Wrap,,,,,,,,,,,,nan,COMPOSITE WRAP END,5,,,5.97,140.167,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Composite Wrap_21393.2,False,21393.196,21392.439
5920,34.921,0.344,,,21393.228,End Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER END,5,,,5.97,140.166,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Repair Marker_21393.2,False,21393.228,21392.470999999998
5920,34.921,0.344,,,21395.492,Attachment,,,,,,,,,,,,12:00,ATTACHMENT,5,,,5.97,140.114,08:52,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Attachment_21395.5,False,21395.492,21394.734999999997
5925,4.045,0.344,,,21401.25,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,139.981,10:20,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21401.2,False,21401.25,21400.493
5930,37.838,0.344,,,21405.295,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,139.888,10:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21405.3,False,21405.295,21404.537999999997
5940,41.093,0.344,,,21443.136,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,139.204,01:00,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21443.1,False,21443.136,21442.378999999997
5945,2.395,0.344,,,21484.229,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,139.275,11:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21484.2,False,21484.229,21483.471999999998
5950,40.125,0.344,,,21486.627,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,139.283,12:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21486.6,False,21486.627,21485.87
5950,40.125,0.344,,,21490.135,Attachment,,,,,,,,,,,,12:00,ATTACHMENT,1,,,5.97,139.292,12:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Attachment_21490.1,False,21490.135,21489.377999999997
5950,40.125,0.344,,,21522.484,Start Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER RECOAT START,1,,,5.97,139.348,12:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Repair Marker_21522.5,False,21522.484,21521.727
5950,40.125,0.344,36.952,3.169,21523.579,Metal Loss,External,34.0,0.117,49.0,GENE,20.0,,,,13.9,18.4,7:03,EXT ML,1,N,N,5.97,139.35,12:44,36.861,CMFL,1025,65000,E.R. WELD,24,1191.5,1654.9,1252.5,1739.6,0.86,0.889,1.0,1.2,2022,Metal Loss_21523.6,True,21523.579,21522.822
5950,40.125,0.344,,,21525.928,End Repair Marker,,,,,,,,,,,,nan,REPAIR MARKER RECOAT END,1,,,5.97,139.354,12:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Repair Marker_21525.9,False,21525.928,21525.171
5960,40.062,0.344,,,21526.749,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,139.356,12:20,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21526.7,False,21526.749,21525.992
5960,40.062,0.344,0.705,39.36,21527.454,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,2.8,4.8,5:22,EXT ML,1,N,N,5.97,139.357,12:20,32.673,CMFL,1025,65000,E.R. WELD,24,1501.7,2085.6,1492.7,2073.1,0.683,1.118,1.0,1.2,2022,Metal Loss_21527.5,True,21527.454,21526.697
5970,40.112,0.344,,,21566.814,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,139.407,01:20,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21566.8,False,21566.814,21566.056999999997
5980,39.951,0.344,,,21606.926,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,139.851,11:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21606.9,False,21606.926,21606.168999999998
5990,40.177,0.344,,,21646.877,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,140.377,12:24,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21646.9,False,21646.877,21646.12
6000,40.066,0.344,,,21687.054,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,140.626,07:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21687.1,False,21687.054,21686.297
6010,40.282,0.344,,,21727.119,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,140.846,09:08,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21727.1,False,21727.119,21726.361999999997
6020,33.018,0.344,,,21767.402,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,136.075,08:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21767.4,False,21767.402,21766.644999999997
6020,33.018,0.344,,,21787.664,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,0,,,5.97,131.729,08:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_21787.7,False,21787.664,21786.907
6030,9.731,0.344,,,21800.42,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,128.837,11:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21800.4,False,21800.42,21799.662999999997
6040,40.082,0.344,,,21810.151,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,126.382,03:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21810.2,False,21810.151,21809.394
6050,40.092,0.344,,,21850.233,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,115.95,09:08,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21850.2,False,21850.233,21849.476
6060,40.299,0.344,,,21890.325,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,5,,,5.97,108.249,07:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21890.3,False,21890.325,21889.568
6060,40.299,0.344,10.128,30.174,21900.453,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.5,1.6,4:32,EXT ML,5,N,N,5.97,107.82,07:48,20.525,CMFL,1025,65000,E.R. WELD,24,1510.2,2097.6,1502.7,2087.0,0.679,1.125,1.0,1.2,2022,Metal Loss_21900.5,True,21900.453,21899.696
6060,40.299,0.344,11.112,29.19,21901.437,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,5.9,2.1,6:29,EXT ML,5,N,N,5.97,107.825,07:48,8.796,CMFL,1025,65000,E.R. WELD,24,1409.1,1957.1,1387.2,1926.6,0.728,1.052,1.0,1.2,2022,Metal Loss_21901.4,True,21901.437,21900.68
6060,40.299,0.344,12.251,28.051,21902.575,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,4.1,1.5,6:55,EXT ML,5,N,N,5.97,107.831,07:48,5.655,CMFL,1025,65000,E.R. WELD,24,1466.3,2036.5,1473.9,2047.0,0.699,1.092,1.0,1.2,2022,Metal Loss_21902.6,True,21902.575,21901.818
6060,40.299,0.344,39.101,1.201,21929.426,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,6.9,2.4,5:03,EXT ML,5,N,N,5.97,107.971,07:48,16.546,CMFL,1025,65000,E.R. WELD,24,1413.8,1963.7,1431.3,1988.0,0.725,1.054,1.0,1.2,2022,Metal Loss_21929.4,True,21929.426,21928.668999999998
6060,40.299,0.344,39.902,0.4,21930.226,Metal Loss,External,19.0,0.065,34.0,GENE,25.0,,,,16.1,6.7,4:19,EXT ML ( ON GW ),5,N,N,5.97,107.975,07:48,23.248,CMFL,1025,65000,E.R. WELD,24,1345.3,1868.5,1376.8,1912.3,0.762,1.006,1.2,1.4,2022,Metal Loss_21930.2,True,21930.226,21929.468999999997
6070,40.003,0.344,,,21930.627,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,107.977,04:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21930.6,False,21930.627,21929.87
6070,40.003,0.344,0.689,39.314,21931.312,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,2.5,3.1,7:26,EXT ML,1,N,N,5.97,107.981,04:56,15.708,CMFL,1025,65000,E.R. WELD,24,1507.3,2093.5,1499.1,2082.1,0.68,1.125,1.0,1.2,2022,Metal Loss_21931.3,True,21931.312,21930.555
6080,40.387,0.344,,,21970.627,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,113.785,02:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_21970.6,False,21970.627,21969.87
6080,40.387,0.344,,,21978.904,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,0,,,5.97,114.537,02:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_21978.9,False,21978.904,21978.146999999997
6090,40.036,0.344,,,22011.017,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,116.572,09:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_22011.0,False,22011.017,22010.26
6090,40.036,0.344,0.322,39.715,22011.339,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,5.7,5.7,4:53,EXT ML,1,N,N,5.97,116.592,09:40,32.044,CMFL,1025,65000,E.R. WELD,24,1414.2,1964.2,1451.9,2016.5,0.725,1.054,1.0,1.2,2022,Metal Loss_22011.3,True,22011.339,22010.582
6100,40.171,0.344,,,22051.053,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,5,,,5.97,116.477,10:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_22051.1,False,22051.053,22050.296
6100,40.171,0.344,38.323,1.847,22089.377,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,1.9,2.6,11:33,EXT ML,5,N,N,5.97,116.121,10:44,5.236,CMFL,1025,65000,E.R. WELD,24,1521.4,2113.0,1515.9,2105.4,0.674,1.134,1.0,1.2,2022,Metal Loss_22089.4,True,22089.377,22088.62
6100,40.171,0.344,38.796,1.378,22089.846,Metal Loss,External,34.0,0.117,49.0,GENE,20.0,,,,14.1,11.3,5:19,EXT ML,5,N,N,5.97,116.117,10:44,29.322,CMFL,1025,65000,E.R. WELD,24,1192.8,1656.7,1301.6,1807.8,0.859,0.889,1.0,1.2,2022,Metal Loss_22089.8,True,22089.846,22089.089
6100,40.171,0.344,39.045,1.125,22090.098,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,3.0,2.6,10:21,EXT ML,5,N,N,5.97,116.114,10:44,2.304,CMFL,1025,65000,E.R. WELD,24,1493.7,2074.5,1482.7,2059.3,0.686,1.114,1.0,1.2,2022,Metal Loss_22090.1,True,22090.098,22089.341
6100,40.171,0.344,39.249,0.922,22090.302,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,3.9,2.2,7:07,EXT ML,5,N,N,5.97,116.112,10:44,22.619,CMFL,1025,65000,E.R. WELD,24,1480.4,2056.2,1467.2,2037.7,0.692,1.103,1.0,1.2,2022,Metal Loss_22090.3,True,22090.302,22089.545
6100,40.171,0.344,39.288,0.883,22090.341,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,5.0,5.7,8:34,EXT ML,5,N,N,5.97,116.112,10:44,11.729,CMFL,1025,65000,E.R. WELD,24,1457.9,2024.9,1441.7,2002.4,0.703,1.089,1.0,1.2,2022,Metal Loss_22090.3,True,22090.341,22089.584
6110,40.059,0.344,,,22091.224,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,4,,,5.97,116.104,10:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_22091.2,False,22091.224,22090.466999999997
6110,40.059,0.344,0.013,40.043,22091.237,Metal Loss,External,38.0,0.131,53.0,PITT,25.0,,,,0.8,0.7,5:22,EXT ML ( NEAR GW ),4,N,N,5.97,116.104,10:36,32.882,CMFL,1025,65000,E.R. WELD,24,1529.4,2124.2,1524.1,2116.9,0.67,1.14,0.8,1.4,2022,Metal Loss_22091.2,True,22091.237,22090.48
6110,40.059,0.344,0.722,39.334,22091.946,Metal Loss,External,46.0,0.158,61.0,GENE,15.0,,,,3.8,2.4,6:30,*EXT ML,4,Y,Y,5.97,116.097,10:36,25.761,CMFL,1025,65000,E.R. WELD,24,1293.2,1796.1,1227.5,1704.9,0.793,0.963,0.8,1.0,2022,Metal Loss_22091.9,True,22091.946,22091.189
6110,40.059,0.344,1.85,38.205,22093.074,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,1.9,2.8,11:32,EXT ML,4,N,N,5.97,116.086,10:36,5.864,CMFL,1025,65000,E.R. WELD,24,1523.4,2115.8,1518.4,2108.9,0.673,1.136,1.0,1.2,2022,Metal Loss_22093.1,True,22093.074,22092.317
6110,40.059,0.344,18.907,21.152,22110.128,Metal Loss,External,10.0,0.034,25.0,GENE,20.0,,,,4.9,1.5,6:06,EXT ML,4,N,N,5.97,116.1,10:36,28.274,CMFL,1025,65000,E.R. WELD,24,1492.0,2072.3,1481.5,2057.7,0.687,1.112,1.0,1.2,2022,Metal Loss_22110.1,True,22110.128,22109.371
6120,40.233,0.344,,,22131.28,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,2,,,5.97,116.127,11:28,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_22131.3,False,22131.28,22130.522999999997
