Joint num,Joint len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment
,,,,31547.58,760.2166,Above Ground Marker,,,,,,,,AGM 6
8660,15.91,0.344,,31548.5,760.2197,Girth Weld,,,,,,,,
,,0.344,-0.7,31549.2,760.2205,Cluster,28,,5.63,6.43,1.65,2:54,NO,
,,0.344,-0.7,31549.2,760.2205,Cluster,12,,4.92,4.34,,5:24,NO,
,,0.344,-2.56,31551.06,760.2221,Cluster,11,,6.3,7.92,,11:30,NO,
8670,9.74,0.5,,31564.41,760.1928,Girth Weld,,,,,,,,"0.500"""
,,,,31569.39,760.0463,Bend,,,,,,,,6.1D - 25° - Right
8680,10.89,0.344,,31574.15,759.8862,Girth Weld,,,,,,,,"0.344"""
,,0.344,-0.77,31574.91,759.8604,Cluster,52,,4.91,8.27,1.43,6:22,NO,
,,0.344,-0.8,31574.95,759.8592,Cluster,10,,3.01,5.43,,3:58,NO,
,,0.344,-0.81,31574.96,759.8589,metal loss,24,,4.13,2.28,1.74,5:29,NO,
,,0.344,-9.33,31583.48,759.5674,metal loss,19,,1.42,1.77,,6:28,NO,
8690,21.15,0.344,,31585.04,759.5139,Girth Weld,,,,,,,,
,,0.344,-1.53,31586.57,759.4611,metal loss,16,,1.3,3.62,,5:46,NO,
8700,39.96,0.344,,31606.19,758.77,Girth Weld,,,,,,,,
8710,10.61,0.344,,31646.15,757.8239,Girth Weld,,,,,,,,
8720,24.87,0.344,,31656.76,757.9887,Girth Weld,,,,,,,,
8730,10.56,0.344,,31681.63,758.3551,Girth Weld,,,,,,,,
8740,39.95,0.344,,31692.19,758.5107,Girth Weld,,,,,,,,
8750,8.64,0.344,,31732.15,759.0143,Girth Weld,,,,,,,,
8760,40.01,0.344,,31740.78,759.0858,Girth Weld,,,,,,,,
8770,38.02,0.344,,31780.8,759.2732,Girth Weld,,,,,,,,
8780,14.08,0.344,,31818.81,759.3188,Girth Weld,,,,,,,,
8790,40,0.344,,31832.89,759.3206,Girth Weld,,,,,,,,
8800,11.72,0.344,,31872.88,759.0155,Girth Weld,,,,,,,,
8810,40.01,0.344,,31884.6,758.4377,Girth Weld,,,,,,,,
8820,16.79,0.344,,31924.61,756.4331,Girth Weld,,,,,,,,
8830,40.04,0.344,,31941.4,755.9575,Girth Weld,,,,,,,,
,,0.344,-39.04,31980.44,754.9454,Cluster,13,,3.34,16.86,,4:26,NO,
8840,39.94,0.344,,31981.44,754.9188,Girth Weld,,,,,,,,
8850,12.19,0.344,,32021.38,753.847,Girth Weld,,,,,,,,
8860,39.99,0.344,,32033.57,753.2885,Girth Weld,,,,,,,,
8870,6.28,0.344,,32073.56,749.8581,Girth Weld,,,,,,,,
8880,39.99,0.344,,32079.84,749.0478,Girth Weld,,,,,,,,
8890,40.1,0.344,,32119.82,743.7245,Girth Weld,,,,,,,,
8900,19.37,0.344,,32159.93,738.7704,Girth Weld,,,,,,,,
8910,39.67,0.344,,32179.29,736.6895,Girth Weld,,,,,,,,
8920,39.93,0.344,,32218.96,733.255,Girth Weld,,,,,,,,
8930,14.72,0.344,,32258.9,730.4973,Girth Weld,,,,,,,,
8940,31.92,0.344,,32273.61,729.1622,Girth Weld,,,,,,,,
8950,11.62,0.5,,32305.53,725.357,Girth Weld,,,,,,,,"0.500"""
,,,,32311.21,724.6597,Bend,,,,,,,,6.1D - 33° - Sag
8960,33.78,0.344,,32317.15,723.9291,Girth Weld,,,,,,,,"0.344"""
8970,10.56,0.5,,32350.93,719.8251,Girth Weld,,,,,,,,"0.500"""
,,,,32356.11,719.2095,Bend,,,,,,,,6.1D - 27° - Left
8980,10.45,0.344,,32361.49,718.5709,Girth Weld,,,,,,,,"0.344"""
8990,39.89,0.344,,32371.94,717.278,Girth Weld,,,,,,,,
9000,10.31,0.5,,32411.84,718.4058,Girth Weld,,,,,,,,"0.500"""
,,,,32416.75,718.7556,Bend,,,,,,,,6.1D - 27° - Sag
9010,22.99,0.344,,32422.15,719.1366,Girth Weld,,,,,,,,"0.344"""
9020,39.96,0.344,,32445.14,720.0183,Girth Weld,,,,,,,,
9030,29.35,0.344,,32485.09,721.0692,Girth Weld,,,,,,,,
,,0.344,-28.99,32514.08,725.6285,Cluster,16,,4.18,2.2,,11:34,NO,
9040,39.73,0.344,,32514.44,725.6928,Girth Weld,,,,,,,,
9050,39.92,0.344,,32554.17,732.6616,Girth Weld,,,,,,,,
9060,39.99,0.344,,32594.09,739.231,Girth Weld,,,,,,,,
,,0.344,-0.77,32594.86,739.352,Cluster,28,,1.45,3.58,1.84,6:40,NO,
,,0.344,-0.82,32594.9,739.3589,metal loss,10,,0.94,1.34,,4:25,NO,
9070,7.98,0.344,,32634.07,744.9207,Girth Weld,,,,,,,,
9080,8.86,0.5,,32642.05,745.991,Girth Weld,,,,,,,,"0.500"""
,,,,32646.53,746.5768,Bend,,,,,,,,5.5D - 23° - Over
9090,38.8,0.344,,32650.92,747.1236,Girth Weld,,,,,,,,"0.344"""
9100,40.04,0.344,,32689.71,751.8671,Girth Weld,,,,,,,,
9110,39.96,0.344,,32729.75,755.3506,Girth Weld,,,,,,,,
9120,32.07,0.344,,32769.71,754.6787,Girth Weld,,,,,,,,
9130,30.45,0.344,,32801.78,753.2472,Girth Weld,,,,,,,,
9140,39.9,0.344,,32832.23,752.2754,Girth Weld,,,,,,,,
9150,39.97,0.344,,32872.13,751.0648,Girth Weld,,,,,,,,
9160,39.93,0.344,,32912.1,749.9425,Girth Weld,,,,,,,,
,,0.344,-13.11,32925.21,749.6401,Cluster,31,,21.61,16.78,1.46,7:20,NO,
,,0.344,-13.89,32925.99,749.6223,Cluster,21,,4.21,2.89,1.75,6:17,NO,
,,0.344,-15.03,32927.13,749.5958,metal loss,19,,1.46,0.75,,6:53,NO,
,,0.344,-16.2,32928.3,749.5687,Cluster,14,,2.57,5.09,,7:17,NO,
9170,40.04,0.344,,32952.03,749.0423,Girth Weld,,,,,,,,
,,0.344,-0.74,32952.77,749.0267,Cluster,10,,2.57,2.49,,7:12,NO,
9180,40.02,0.344,,32992.07,748.4491,Girth Weld,,,,,,,,
,,0.344,-39.04,33031.11,747.9919,Cluster,10,,2.95,5.63,,7:25,NO,
,,0.344,-39.07,33031.14,747.9916,Cluster,15,,1.87,10.12,,4:42,NO,
9190,40.03,0.344,,33032.09,747.9796,Girth Weld,,,,,,,,
,,0.344,-0.79,33032.88,747.9696,Cluster,10,,0.88,2.51,,3:34,NO,
9200,40,0.344,,33072.12,747.5064,Girth Weld,,,,,,,,
9210,40,0.344,,33112.12,747.1487,Girth Weld,,,,,,,,
,,0.344,-0.79,33112.92,747.1422,Cluster,12,,2.48,4.75,,4:02,NO,
9220,40.02,0.344,,33152.12,746.9137,Girth Weld,,,,,,,,
,,0.344,-38.72,33190.85,746.5087,metal loss,11,,3.66,7.36,,7:24,NO,
9230,40.02,0.344,,33192.15,746.4878,Girth Weld,,,,,,,,
9240,40.01,0.344,,33232.17,745.803,Girth Weld,,,,,,,,
9250,40.01,0.344,,33272.18,745.1524,Girth Weld,,,,,,,,
,,0.344,-32.28,33304.46,744.7818,Cluster,28,,4.36,6.72,1.7,11:47,NO,
,,0.344,-32.8,33304.98,744.7765,Cluster,11,,3.67,5.55,,11:35,NO,
9260,39.39,0.344,,33312.19,744.7073,Girth Weld,,,,,,,,
9270,40,0.344,,33351.58,744.384,Girth Weld,,,,,,,,
,,0.344,-23.38,33374.95,744.1882,Cluster,23,,3.55,1.91,1.76,6:10,NO,
,,0.344,-29.78,33381.36,744.1271,Cluster,31,,1.76,1.32,1.82,5:32,NO,
,,0.344,-30.26,33381.84,744.1223,Cluster,29,,4.33,4.63,1.69,5:24,NO,
,,0.344,-31.6,33383.18,744.1089,Cluster,13,,4.98,1.64,,5:52,NO,
,,0.344,-38.71,33390.29,744.034,Cluster,20,,6.35,4.38,1.71,5:33,NO,
9280,40.06,0.344,,33391.58,744.0176,Girth Weld,,,,,,,,
,,0.344,-14.08,33405.66,743.7271,metal loss,15,,2.05,1.5,,4:30,NO,
,,0.344,-14.38,33405.96,743.7201,metal loss,10,,1.69,1.58,,4:20,NO,
,,0.344,-39.13,33430.71,743.1343,Cluster,21,,2.27,10.7,1.83,7:48,NO,
9290,40.01,0.344,,33431.63,743.113,Girth Weld,,,,,,,,
9300,40,0.344,,33471.65,742.3539,Girth Weld,,,,,,,,
,,0.344,-8.19,33479.84,742.2173,metal loss,13,,0.75,0.63,,11:34,NO,
,,0.344,-8.58,33480.23,742.2106,Cluster,26,,3.61,3.29,1.74,12:28,NO,
,,0.344,-8.7,33480.35,742.2086,Cluster,13,,3.37,2.1,,11:17,NO,
,,0.344,-9.4,33481.04,742.1967,metal loss,15,,0.79,0.71,,10:56,NO,
9310,39.97,0.344,,33511.65,742.0713,Girth Weld,,,,,,,,
,,0.344,-0.65,33512.3,742.0768,Cluster,33,,4.28,21.68,1.66,5:03,NO,
9320,39.92,0.344,,33551.63,742.5337,Girth Weld,,,,,,,,
9330,39.92,0.344,,33591.55,742.8563,Girth Weld,,,,,,,,
,,0.344,-0.74,33592.28,742.8578,Cluster,25,,4.87,17.39,1.7,4:46,NO,
9340,39.91,0.344,,33631.47,742.7312,Girth Weld,,,,,,,,
,,0.344,-7.35,33638.82,742.6487,metal loss,10,,2.99,0.67,,2:35,NO,
,,0.344,-38.93,33670.4,742.2473,Cluster,10,,2.71,8.94,,6:53,NO,
9350,39.99,0.344,,33671.38,742.2349,Girth Weld,,,,,,,,
9360,40.18,0.344,,33711.37,741.5692,Girth Weld,,,,,,,,
,,0.344,-39.28,33750.65,740.3107,Cluster,34,,0.94,5.43,1.86,7:58,YES,
9370,24.73,0.344,,33751.55,740.2717,Girth Weld,,,,,,,,
,,0.344,-1.96,33753.51,740.186,metal loss,13,,1.06,1.1,,12:25,NO,
9380,40.05,0.344,,33776.28,739.1762,Girth Weld,,,,,,,,
9390,39.99,0.344,,33816.33,737.7478,Girth Weld,,,,,,,,
,,0.344,-0.78,33817.11,737.7441,metal loss,36,,0.91,8.35,1.86,12:26,NO,
,,0.344,-36.73,33853.06,738.0195,metal loss,10,,1.1,1.18,,11:57,NO,
,,0.344,-37.04,33853.37,738.0185,metal loss,12,,0.71,0.71,,12:04,NO,
9400,39.98,0.344,,33856.32,738.0082,Girth Weld,,,,,,,,
,,0.344,-39.1,33895.42,737.4701,metal loss,16,,0.71,1.53,,11:00,NO,
9410,40.01,0.344,,33896.3,737.4563,Girth Weld,,,,,,,,
9420,40.04,0.344,,33936.31,736.9518,Girth Weld,,,,,,,,
,,0.344,-12.79,33949.1,736.746,metal loss,13,,2.84,2.36,,4:01,NO,
,,0.344,-38.98,33975.28,736.1627,metal loss,18,,3.7,0.87,,9:10,NO,
,,0.344,-39.02,33975.32,736.1619,Cluster,10,,2.64,8.5,,7:27,NO,
,,0.344,-39.08,33975.39,736.1604,Cluster,16,,2.63,7.23,,9:43,NO,
9430,40.04,0.344,,33976.35,736.1386,Girth Weld,,,,,,,,
9440,40.06,0.344,,34016.39,735.2001,Girth Weld,,,,,,,,
,,0.344,-8.15,34024.54,735.0509,Cluster,18,,4.12,3.94,,6:25,YES,
,,0.344,-8.66,34025.04,735.0451,Cluster,25,,2.81,3.37,1.79,6:19,YES,
,,0.344,-39.18,34055.57,734.6328,metal loss,21,,1.38,4.41,1.86,10:28,NO,
9450,39.96,0.344,,34056.45,734.6189,Girth Weld,,,,,,,,
,,0.344,-0.77,34057.22,734.6066,metal loss,11,,0.71,0.67,,10:43,NO,
9460,39.99,0.344,,34096.41,733.9837,Girth Weld,,,,,,,,
9470,39.99,0.344,,34136.4,733.6135,Girth Weld,,,,,,,,
,,0.344,-0.71,34137.11,733.6085,Cluster,22,,2.92,11.5,1.8,6:35,NO,
,,0.344,-0.72,34137.13,733.6084,Cluster,19,,2.6,14.89,,3:40,NO,
,,0.344,-0.75,34137.15,733.6083,metal loss,14,,2.72,3.5,,2:39,NO,
9480,40.02,0.344,,34176.39,733.2408,Girth Weld,,,,,,,,
9490,40.04,0.344,,34216.41,732.9966,Girth Weld,,,,,,,,
9500,39.98,0.344,,34256.46,732.9048,Girth Weld,,,,,,,,
9510,32.25,0.344,,34296.44,732.7178,Girth Weld,,,,,,,,
9520,39.97,0.344,,34328.69,732.6016,Girth Weld,,,,,,,,
9530,40.05,0.344,,34368.66,732.4637,Girth Weld,,,,,,,,
9540,40.02,0.344,,34408.71,732.3813,Girth Weld,,,,,,,,
9550,29.86,0.344,,34448.73,732.0064,Girth Weld,,,,,,,,
9560,40.03,0.344,,34478.59,731.604,Girth Weld,,,,,,,,
9570,40,0.344,,34518.63,731.0682,Girth Weld,,,,,,,,
9580,39.67,0.344,,34558.63,730.0964,Girth Weld,,,,,,,,
9590,40,0.344,,34598.3,728.9865,Girth Weld,,,,,,,,
9600,40.11,0.344,,34638.3,727.7996,Girth Weld,,,,,,,,
9610,40.08,0.344,,34678.41,726.2975,Girth Weld,,,,,,,,
9620,39.99,0.344,,34718.49,725.7654,Girth Weld,,,,,,,,
9630,40.02,0.344,,34758.48,725.8369,Girth Weld,,,,,,,,
9640,39.99,0.344,,34798.51,725.0863,Girth Weld,,,,,,,,
9650,40.05,0.344,,34838.5,723.6533,Girth Weld,,,,,,,,
,,0.344,-21.29,34859.79,722.8022,metal loss-manufacturing anomaly,15,,0.59,0.87,,6:58,N/A,
,,0.344,-22.81,34861.31,722.7324,metal loss-manufacturing anomaly,17,,0.71,0.71,,10:50,N/A,
9660,39.93,0.344,,34878.54,721.9392,Girth Weld,,,,,,,,
9670,39.9,0.344,,34918.47,720.0809,Girth Weld,,,,,,,,
,,0.344,-0.8,34919.27,720.0421,Cluster,10,,0.61,3.27,,11:18,NO,
9680,39.91,0.344,,34958.37,717.7238,Girth Weld,,,,,,,,
9690,27.34,0.344,,34998.28,715.1638,Girth Weld,,,,,,,,
9700,40.02,0.344,,35025.61,714.0702,Girth Weld,,,,,,,,
9710,40.03,0.344,,35065.64,713.85,Girth Weld,,,,,,,,
9720,39.97,0.344,,35105.67,715.7535,Girth Weld,,,,,,,,
9730,39.97,0.344,,35145.64,717.7015,Girth Weld,,,,,,,,
9740,40.08,0.344,,35185.61,718.725,Girth Weld,,,,,,,,
9750,39.85,0.344,,35225.69,719.4094,Girth Weld,,,,,,,,
9760,40.05,0.344,,35265.54,720.1696,Girth Weld,,,,,,,,
9770,40.01,0.344,,35305.6,720.8291,Girth Weld,,,,,,,,
9780,40,0.344,,35345.61,721.0957,Girth Weld,,,,,,,,
9790,3.98,0.344,,35385.61,721.1012,Girth Weld,,,,,,,,
9800,39.99,0.5,,35389.6,721.083,Girth Weld,,,,,,,,"0.500"""
9810,3.98,0.344,,35429.59,720.9451,Girth Weld,,,,,,,,"0.344"""
9820,39.9,0.344,,35433.57,720.9164,Girth Weld,,,,,,,,
9830,27.14,0.344,,35473.47,720.536,Girth Weld,,,,,,,,
9840,39.93,0.344,,35500.61,720.2943,Girth Weld,,,,,,,,
9850,39.9,0.344,,35540.54,720.1282,Girth Weld,,,,,,,,
9860,39.92,0.344,,35580.43,720.0586,Girth Weld,,,,,,,,
,,0.344,-0.85,35581.29,720.0574,metal loss,15,,0.83,1.06,,5:59,NO,
9870,39.87,0.344,,35620.35,720.0962,Girth Weld,,,,,,,,
9880,40.02,0.344,,35660.23,720.2735,Girth Weld,,,,,,,,
9890,39.99,0.344,,35700.25,720.6173,Girth Weld,,,,,,,,
9900,39.96,0.344,,35740.24,720.9906,Girth Weld,,,,,,,,
9910,39.99,0.344,,35780.19,721.1624,Girth Weld,,,,,,,,
,,0.344,-18.23,35798.42,721.1338,metal loss-manufacturing anomaly,18,,0.47,0.71,,6:16,N/A,
9920,39.98,0.344,,35820.19,721.0742,Girth Weld,,,,,,,,
,,0.344,-0.51,35820.7,721.0735,Cluster,32,,4.37,2.54,1.66,4:02,NO,
,,0.344,-0.66,35820.85,721.0733,metal loss,18,,2.28,9.8,,4:54,NO,
,,0.344,-0.71,35820.89,721.0732,Cluster,22,,1.6,7.23,1.85,8:16,NO,
,,0.344,-0.74,35820.93,721.0731,metal loss,13,,0.71,1.69,,10:53,NO,
9930,39.96,0.344,,35860.17,721.0579,Girth Weld,,,,,,,,
9940,39.98,0.344,,35900.13,720.9715,Girth Weld,,,,,,,,
9950,39.96,0.344,,35940.11,720.881,Girth Weld,,,,,,,,
9960,39.93,0.344,,35980.07,720.8381,Girth Weld,,,,,,,,
9970,39.99,0.344,,36020,720.7986,Girth Weld,,,,,,,,
9980,39.96,0.344,,36059.99,720.6728,Girth Weld,,,,,,,,
9990,39.97,0.344,,36099.95,720.5109,Girth Weld,,,,,,,,
10000,39.75,0.344,,36139.93,720.5761,Girth Weld,,,,,,,,
10010,40,0.344,,36179.68,720.7073,Girth Weld,,,,,,,,
10020,39.8,0.344,,36219.68,720.7856,Girth Weld,,,,,,,,
10030,39.94,0.344,,36259.48,720.8686,Girth Weld,,,,,,,,
10040,40,0.344,,36299.41,720.9874,Girth Weld,,,,,,,,
10050,39.9,0.344,,36339.41,720.8896,Girth Weld,,,,,,,,
10060,39.97,0.344,,36379.31,720.5881,Girth Weld,,,,,,,,
10070,40.14,0.344,,36419.28,720.1728,Girth Weld,,,,,,,,
10080,39.98,0.344,,36459.43,719.6211,Girth Weld,,,,,,,,
,,0.344,-0.85,36460.28,719.5979,metal loss-manufacturing anomaly,10,,1.02,0.71,,6:58,N/A,
10090,40.01,0.344,,36499.41,718.5315,Girth Weld,,,,,,,,
10100,39.96,0.344,,36539.42,718.2113,Girth Weld,,,,,,,,
10110,39.98,0.344,,36579.38,718.9061,Girth Weld,,,,,,,,
10120,39.9,0.344,,36619.36,719.691,Girth Weld,,,,,,,,
10130,39.99,0.344,,36659.26,720.1087,Girth Weld,,,,,,,,
10140,39.99,0.344,,36699.25,720.3987,Girth Weld,,,,,,,,
10150,39.88,0.344,,36739.24,720.6363,Girth Weld,,,,,,,,
10160,39.43,0.344,,36779.11,720.6365,Girth Weld,,,,,,,,
10170,40,0.344,,36818.54,720.5843,Girth Weld,,,,,,,,
10180,23.11,0.344,,36858.54,720.3768,Girth Weld,,,,,,,,
10190,39.95,0.344,,36881.65,720.3033,Girth Weld,,,,,,,,
,,,,36901.27,720.227,Above Ground Marker,,,,,,,,AGM 7    D
10200,9.07,0.5,,36921.6,720.0818,Girth Weld,,,,,,,,"0.500"""
,,,,36926.14,720.0387,Bend,,,,,,,,6.2D - 18° - Left
10210,6.06,0.344,,36930.67,719.9937,Girth Weld,,,,,,,,"0.344"""
10220,37.99,0.344,,36936.73,719.9285,Girth Weld,,,,,,,,
10230,39.96,0.344,,36974.72,719.514,Girth Weld,,,,,,,,
10240,39.98,0.344,,37014.68,719.0578,Girth Weld,,,,,,,,
10250,39.64,0.344,,37054.66,718.1487,Girth Weld,,,,,,,,
10260,6.94,0.344,,37094.29,717.2842,Girth Weld,,,,,,,,
10270,7.85,0.5,,37101.23,717.1348,Girth Weld,,,,,,,,"0.500"""
,,,,37105.1,717.0496,Bend,,,,,,,,5.4D - 18° - Right
10280,11.34,0.344,,37109.08,716.9613,Girth Weld,,,,,,,,"0.344"""
10290,33.95,0.344,,37120.42,716.7162,Girth Weld,,,,,,,,
10300,40.01,0.344,,37154.37,716.035,Girth Weld,,,,,,,,
10310,40.02,0.344,,37194.38,715.1012,Girth Weld,,,,,,,,
10320,40.07,0.344,,37234.4,713.0419,Girth Weld,,,,,,,,
10330,39.97,0.344,,37274.47,711.7149,Girth Weld,,,,,,,,
10340,29.06,0.344,,37314.43,711.3832,Girth Weld,,,,,,,,
10350,27.63,0.344,,37343.49,711.304,Girth Weld,,,,,,,,
10360,39.99,0.344,,37371.12,712.2537,Girth Weld,,,,,,,,
10370,33.78,0.344,,37411.1,715.1677,Girth Weld,,,,,,,,
10380,9.04,0.5,,37444.88,717.8647,Girth Weld,,,,,,,,"0.500"""
,,,,37449.19,718.1906,Bend,,,,,,,,6.1D - 21° - Right
10390,40.08,0.344,,37453.92,718.5005,Girth Weld,,,,,,,,"0.344"""
10400,39.45,0.344,,37494,720.1416,Girth Weld,,,,,,,,
10410,36.75,0.344,,37533.45,721.0603,Girth Weld,,,,,,,,
10420,11.53,0.5,,37570.2,722.0379,Girth Weld,,,,,,,,"0.500"""
,,,,37575.87,722.2956,Bend,,,,,,,,6.0D - 32° - Left
10430,8.71,0.344,,37581.73,722.6166,Girth Weld,,,,,,,,"0.344"""
10440,40,0.344,,37590.44,723.1852,Girth Weld,,,,,,,,
10450,38.17,0.344,,37630.44,725.8501,Girth Weld,,,,,,,,
10460,40.03,0.344,,37668.61,728.3103,Girth Weld,,,,,,,,
10470,40.02,0.344,,37708.64,729.0806,Girth Weld,,,,,,,,
10480,40.04,0.344,,37748.67,729.6426,Girth Weld,,,,,,,,
10490,39.94,0.344,,37788.71,729.9795,Girth Weld,,,,,,,,
10500,40.08,0.344,,37828.65,730.3619,Girth Weld,,,,,,,,
10510,39.94,0.344,,37868.74,730.7237,Girth Weld,,,,,,,,
10520,38.14,0.344,,37908.67,731.374,Girth Weld,,,,,,,,
10530,39.51,0.344,,37946.81,732.7767,Girth Weld,,,,,,,,
10540,40,0.344,,37986.32,734.9201,Girth Weld,,,,,,,,
10550,39.98,0.344,,38026.32,736.6679,Girth Weld,,,,,,,,
10560,40.03,0.344,,38066.29,737.6699,Girth Weld,,,,,,,,
10570,40.05,0.344,,38106.32,738.2819,Girth Weld,,,,,,,,
10580,39.96,0.344,,38146.38,738.8699,Girth Weld,,,,,,,,
10590,40.01,0.344,,38186.34,739.4728,Girth Weld,,,,,,,,
10600,8.38,0.344,,38226.35,740.1166,Girth Weld,,,,,,,,
10610,40.04,0.344,,38234.73,740.2492,Girth Weld,,,,,,,,
10620,40.07,0.344,,38274.77,740.8332,Girth Weld,,,,,,,,
10630,35,0.344,,38314.84,741.1417,Girth Weld,,,,,,,,
10640,40.01,0.344,,38349.84,741.3573,Girth Weld,,,,,,,,
,,0.344,-34.12,38383.95,741.9433,metal loss-manufacturing anomaly,16,,3.78,2.52,,9:43,N/A,
10650,40,0.344,,38389.85,742.0722,Girth Weld,,,,,,,,
10660,39.97,0.344,,38429.85,742.7967,Girth Weld,,,,,,,,
10670,39.48,0.344,,38469.82,743.1559,Girth Weld,,,,,,,,
10680,39.95,0.344,,38509.29,743.2642,Girth Weld,,,,,,,,
10690,39.98,0.344,,38549.24,743.2721,Girth Weld,,,,,,,,
10700,39.94,0.344,,38589.22,743.629,Girth Weld,,,,,,,,
10710,39.97,0.344,,38629.17,743.9445,Girth Weld,,,,,,,,
10720,39.83,0.344,,38669.13,743.8147,Girth Weld,,,,,,,,
10730,39.71,0.344,,38708.96,743.253,Girth Weld,,,,,,,,
10740,39.93,0.344,,38748.68,741.4545,Girth Weld,,,,,,,,
10750,39.95,0.344,,38788.61,737.9629,Girth Weld,,,,,,,,
10760,40,0.344,,38828.56,732.7248,Girth Weld,,,,,,,,
10770,40.04,0.344,,38868.56,725.5795,Girth Weld,,,,,,,,
10780,40.04,0.344,,38908.61,717.8374,Girth Weld,,,,,,,,
10790,40.1,0.344,,38948.65,710.0046,Girth Weld,,,,,,,,
10800,7.39,0.344,,38988.75,702.2385,Girth Weld,,,,,,,,
10810,40.2,0.344,,38996.14,700.8236,Girth Weld,,,,,,,,
10820,40.17,0.344,,39036.35,693.1751,Girth Weld,,,,,,,,
10830,40.13,0.344,,39076.52,686.1972,Girth Weld,,,,,,,,
10840,28.59,0.344,,39116.65,680.7413,Girth Weld,,,,,,,,
,,0.344,-28.08,39144.72,678.0669,metal loss,10,,0.98,1.18,,6:32,NO,
10850,39.91,0.344,,39145.24,678.0292,Girth Weld,,,,,,,,
10860,39.96,0.344,,39185.15,676.2576,Girth Weld,,,,,,,,
10870,16.12,0.344,,39225.12,675.8787,Girth Weld,,,,,,,,
10880,40.03,0.344,,39241.24,675.7728,Girth Weld,,,,,,,,
10890,11.79,0.5,,39281.26,675.1718,Girth Weld,,,,,,,,"0.500"""
,,,,39287.27,675.0296,Bend,,,,,,,,6.2D - 32° - Sag
10900,8,0.344,,39293.06,674.8451,Girth Weld,,,,,,,,"0.344"""
10910,11.75,0.5,,39301.05,674.449,Girth Weld,,,,,,,,"0.500"""
,,,,39307.26,674.0351,Bend,,,,,,,,5.6D - 40° - Over
10920,22.86,0.344,,39312.81,673.6522,Girth Weld,,,,,,,,"0.344"""
,,0.344,-21.94,39334.75,672.6224,Cluster,16,,4.36,8.99,,5:25,NO,
10930,29.22,0.344,,39335.67,672.5925,Girth Weld,,,,,,,,
,,0.344,-0.03,39335.7,672.5915,Cluster,10,,2.33,12.3,,2:06,NO,
10940,39.99,0.344,,39364.89,671.6839,Girth Weld,,,,,,,,
10950,40.01,0.344,,39404.87,675.4764,Girth Weld,,,,,,,,
,,0.344,-0.68,39405.56,675.4804,Cluster,17,,3.44,9.03,,8:55,NO,
10960,35.9,0.344,,39444.88,675.1783,Girth Weld,,,,,,,,
,,0.344,-35.02,39479.9,675.0699,metal loss,17,,0.79,0.91,,8:12,NO,
10970,9.48,0.5,,39480.79,675.0682,Girth Weld,,,,,,,,"0.500"""
,,,,39485.48,675.0591,Bend,,,,,,,,5.8D - 26° - Sag
10980,40.08,0.344,,39490.27,675.0504,Girth Weld,,,,,,,,"0.344"""
10990,22.34,0.344,,39530.35,674.9909,Girth Weld,,,,,,,,
,,0.344,-0.5,39530.85,674.9919,metal loss,15,,1.18,1.81,,5:56,NO,
11000,39.91,0.344,,39552.69,675.065,Girth Weld,,,,,,,,
,,0.344,-0.67,39553.36,675.067,Cluster,39,,4.88,30.98,1.57,3:01,NO,
11010,37.06,0.344,,39592.6,676.6137,Girth Weld,,,,,,,,
,,0.344,-0.07,39592.67,676.6229,Cluster,25,,4.07,6.33,1.73,8:40,NO,
,,0.344,-0.72,39593.33,676.7097,Cluster,18,,2.83,6.62,,7:38,NO,
,,0.344,-0.76,39593.37,676.7153,Cluster,27,,3.28,9.26,1.75,2:27,NO,
11020,10.02,0.5,,39629.66,682.9371,Girth Weld,,,,,,,,"0.500"""
,,,,39634.72,683.879,Bend,,,,,,,,5.5D - 32° - Sag
11030,31.87,0.344,,39639.68,684.8009,Girth Weld,,,,,,,,"0.344"""
,,0.344,-1.4,39641.08,685.0586,Cluster,31,,5.05,14.2,1.64,2:02,NO,
,,0.344,-2.06,39641.74,685.1808,Cluster,33,,3.32,9.3,1.71,6:58,NO,
11040,33.89,0.344,,39671.55,690.116,Girth Weld,,,,,,,,
11050,39.95,0.344,,39705.45,693.7868,Girth Weld,,,,,,,,
11060,17.38,0.344,,39745.4,697.9468,Girth Weld,,,,,,,,
,,0.344,-2.17,39747.57,698.3476,metal loss,11,,1.42,1.34,,4:10,NO,
11070,8.71,0.5,,39762.77,701.1461,Girth Weld,,,,,,,,"0.500"""
,,,,39767.18,701.9515,Bend,,,,,,,,6.0D - 19° - Over
11080,6.04,0.344,,39771.49,702.7391,Girth Weld,,,,,,,,"0.344"""
11090,29.94,0.344,,39777.53,703.8385,Girth Weld,,,,,,,,
11100,24.67,0.344,,39807.47,709.2721,Girth Weld,,,,,,,,
11110,37.5,0.344,,39832.14,713.2397,Girth Weld,,,,,,,,
11120,40.02,0.344,,39869.64,716.9018,Girth Weld,,,,,,,,
11130,40.03,0.344,,39909.66,717.2825,Girth Weld,,,,,,,,
11140,40.01,0.344,,39949.69,717.5638,Girth Weld,,,,,,,,
11150,39.99,0.344,,39989.7,717.6794,Girth Weld,,,,,,,,
,,0.344,-18.92,40008.62,717.7519,metal loss-manufacturing anomaly,10,,1.46,0.71,,5:02,N/A,
