Joint num,Joint len,Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR
1870,40.01,0.344,,,6451.32,GirthWeld,,,,,,,,,,,0.7,478.98,,,,1160,65000,,1342,,,,,,,,
1880,39.97,0.344,,,6491.33,GirthWeld,,,,,,,,,,,0.7,479.6,,,,1160,65000,,1342,,,,,,,,
1890,40,0.344,,,6531.29,GirthWeld,,,,,,,,,,,0.7,480.13,,,,1160,65000,,1342,,,,,,,,
1900,40,0.344,,,6571.3,GirthWeld,,,,,,,,,,,0.7,480.53,,,,1160,65000,,1342,,,,,,,,
1910,39.93,0.344,,,6611.29,GirthWeld,,,,,,,,,,,0.7,480.82,,,,1160,65000,,1342,,,,,,,,
1920,39.99,0.344,,,6651.22,GirthWeld,,,,,,,,,,,0.7,481.06,,,,1160,65000,,1342,,,,,,,,
1930,39.93,0.344,,,6691.21,GirthWeld,,,,,,,,,,,0.7,481.41,,,,1160,65000,,1342,,,,,,,,
1940,39.98,0.344,,,6731.14,GirthWeld,,,,,,,,,,,0.7,481.93,,,,1160,65000,,1342,,,,,,,,
1950,31.98,0.344,,,6771.13,GirthWeld,,,,,,,,,,,0.7,482.64,,,,1160,65000,,1342,,,,,,,,
1960,40.1,0.344,,,6803.11,GirthWeld,,,,,,,,,,,0.7,483.3,,,,1160,65000,,1342,,,,,,,,
1970,20.66,0.344,,,6843.2,GirthWeld,,,,,,,,,,,0.7,484.19,,,,1160,65000,,1342,,,,,,,,
1980,39.99,0.344,,,6863.86,GirthWeld,,,,,,,,,,,0.7,484.64,,,,1160,65000,,1342,,,,,,,,
1990,39.99,0.344,,,6903.85,GirthWeld,,,,,,,,,,,0.7,485.47,,,,1160,65000,,1342,,,,,,,,
2000,39.92,0.344,,,6943.85,GirthWeld,,,,,,,,,,,0.7,486.14,,,,1160,65000,,1342,,,,,,,,
2010,32.86,0.344,,,6983.77,GirthWeld,,,,,,,,,,,0.7,485.55,,,,1160,65000,,1342,,,,,,,,
2020,40.01,0.344,,,7016.64,GirthWeld,,,,,,,,,,,0.7,484.87,,,,1160,65000,,1342,,,,,,,,
2030,40.03,0.344,,,7056.65,GirthWeld,,,,,,,,,,,0.7,484.06,,,,1160,65000,,1342,,,,,,,,
2040,39.95,0.344,,,7096.68,GirthWeld,,,,,,,,,,,0.7,483.34,,,,1160,65000,,1342,,,,,,,,
2050,40.04,0.344,,,7136.64,GirthWeld,,,,,,,,,,,0.7,482.79,,,,1160,65000,,1342,,,,,,,,
2060,40.06,0.344,,,7176.67,GirthWeld,,,,,,,,,,,0.7,482.42,,,,1160,65000,,1342,,,,,,,,
2070,40.05,0.344,,,7216.73,GirthWeld,,,,,,,,,,,0.7,482.21,,,,1160,65000,,1342,,,,,,,,
2080,40.05,0.344,,,7256.79,GirthWeld,,,,,,,,,,,0.7,481.88,,,,1160,65000,,1342,,,,,,,,
2090,40.05,0.344,,,7296.84,GirthWeld,,,,,,,,,,,0.7,480.98,,,,1160,65000,,1342,,,,,,,,
2090,,,,,7301.09,Tap,,,,,,,,12:00,,,,480.75,,,,,,,,,,,,,,,
2090,,,,,7303.08,Tap,,,,,,,,12:00,,,,480.62,,,,,,,,,,,,,,,
2100,40.1,0.344,,,7336.88,GirthWeld,,,,,,,,,,,0.7,477.46,,,,1160,65000,,1342,,,,,,,,
2110,40.1,0.344,,,7376.98,GirthWeld,,,,,,,,,,,0.7,470.89,,,,1160,65000,,1342,,,,,,,,
2120,39.96,0.344,,,7417.07,GirthWeld,,,,,,,,,,,0.7,461.56,,,,1160,65000,,1342,,,,,,,,
2130,40.07,0.344,,,7457.04,GirthWeld,,,,,,,,,,,0.7,451.47,,,,1160,65000,,1342,,,,,,,,
2140,40.12,0.344,,,7497.1,GirthWeld,,,,,,,,,,,0.7,439.05,,,,1160,65000,,1342,,,,,,,,
2150,40.09,0.344,,,7537.23,GirthWeld,,,,,,,,,,,0.7,424.81,,,,1160,65000,,1342,,,,,,,,
2160,40.1,0.344,,,7577.32,GirthWeld,,,,,,,,,,,0.7,410.55,,,,1160,65000,,1342,,,,,,,,
2170,40.09,0.344,,,7617.42,GirthWeld,,,,,,,,,,,0.7,396.31,,,,1160,65000,,1342,,,,,,,,
2180,40.12,0.344,,,7657.51,GirthWeld,,,,,,,,,,,0.7,382.13,,,,1160,65000,,1342,,,,,,,,
2190,40.1,0.344,,,7697.63,GirthWeld,,,,,,,,,,,0.7,368.02,,,,1160,65000,,1342,,,,,,,,
2200,40.05,0.344,,,7737.73,GirthWeld,,,,,,,,,,,0.7,353.99,,,,1160,65000,,1342,,,,,,,,
2210,10.9,0.344,,,7777.78,GirthWeld,,,,,,,,,,,0.7,340.07,,,,1160,65000,,1342,,,,,,,,
2220,40.1,0.344,,,7788.68,GirthWeld,,,,,,,,,,,0.7,336.29,,,,1160,65000,,1342,,,,,,,,
2230,40.09,0.344,,,7828.78,GirthWeld,,,,,,,,,,,0.7,322.48,,,,1160,65000,,1342,,,,,,,,
2240,40.08,0.344,,,7868.87,GirthWeld,,,,,,,,,,,0.7,308.69,,,,1160,65000,,1342,,,,,,,,
2250,39.86,0.344,,,7908.95,GirthWeld,,,,,,,,,,,0.7,295,,,,1160,65000,,1342,,,,,,,,
2260,40.1,0.344,,,7948.8,GirthWeld,,,,,,,,,,,0.7,281.51,,,,1160,65000,,1342,,,,,,,,
2270,40.16,0.344,,,7988.9,GirthWeld,,,,,,,,,,,0.7,269.41,,,,1160,65000,,1342,,,,,,,,
2280,40.12,0.344,,,8029.06,GirthWeld,,,,,,,,,,,0.7,258.64,,,,1160,65000,,1342,,,,,,,,
2290,40.03,0.344,,,8069.19,GirthWeld,,,,,,,,,,,0.7,247.93,,,,1160,65000,,1342,,,,,,,,
2300,40.08,0.344,,,8109.22,GirthWeld,,,,,,,,,,,0.7,237.22,,,,1160,65000,,1342,,,,,,,,
2310,40.06,0.344,,,8149.3,GirthWeld,,,,,,,,,,,0.7,226.45,,,,1160,65000,,1342,,,,,,,,
2320,40.08,0.344,,,8189.36,GirthWeld,,,,,,,,,,,0.7,215.63,,,,1160,65000,,1342,,,,,,,,
2330,40.08,0.344,,,8229.44,GirthWeld,,,,,,,,,,,0.7,204.78,,,,1160,65000,,1342,,,,,,,,
2340,40.07,0.344,,,8269.53,GirthWeld,,,,,,,,,,,0.7,193.99,,,,1160,65000,,1342,,,,,,,,
2350,40.1,0.344,,,8309.59,GirthWeld,,,,,,,,,,,0.7,183.21,,,,1160,65000,,1342,,,,,,,,
2360,40.04,0.344,,,8349.7,GirthWeld,,,,,,,,,,,0.7,172.47,,,,1160,65000,,1342,,,,,,,,
2360,,,,,8366.7,AGM,,,,,,,,,AGM#3 33' U/S OF 2 TRACK/ AT PLM,,,167.94,,,,,,,,,,,,,,,
2370,40.11,0.344,,,8389.73,GirthWeld,,,,,,,,,,,0.7,162.95,,,,1160,65000,,1342,,,,,,,,
2380,25.18,0.344,,,8429.85,GirthWeld,,,,,,,,,,,0.7,155.22,,,,1160,65000,,1342,,,,,,,,
2390,40.09,0.344,,,8455.03,GirthWeld,,,,,,,,,,,0.7,150.52,,,,1160,65000,,1342,,,,,,,,
2400,40.09,0.344,,,8495.11,GirthWeld,,,,,,,,,,,0.7,143.23,,,,1160,65000,,1342,,,,,,,,
2410,40.08,0.344,,,8535.2,GirthWeld,,,,,,,,,,,0.7,136.1,,,,1160,65000,,1342,,,,,,,,
2420,40.05,0.344,,,8575.28,GirthWeld,,,,,,,,,,,0.7,129.09,,,,1160,65000,,1342,,,,,,,,
2430,40.07,0.344,,,8615.33,GirthWeld,,,,,,,,,,,0.7,123.18,,,,1160,65000,,1342,,,,,,,,
2440,38.82,0.344,,,8655.39,GirthWeld,,,,,,,,,,,0.7,118.64,,,,1160,65000,,1342,,,,,,,,
2450,40,0.344,,,8694.21,GirthWeld,,,,,,,,,,,0.7,115.53,,,,1160,65000,,1342,,,,,,,,
2460,40.07,0.344,,,8734.21,GirthWeld,,,,,,,,,,,0.7,113.64,,,,1160,65000,,1342,,,,,,,,
2470,40.06,0.344,,,8774.28,GirthWeld,,,,,,,,,,,0.7,114,,,,1160,65000,,1342,,,,,,,,
2480,39.97,0.344,,,8814.34,GirthWeld,,,,,,,,,,,0.7,114.61,,,,1160,65000,,1342,,,,,,,,
2490,40,0.344,,,8854.31,GirthWeld,,,,,,,,,,,0.7,115.03,,,,1160,65000,,1342,,,,,,,,
2500,40.05,0.344,,,8894.31,GirthWeld,,,,,,,,,,,0.7,115.12,,,,1160,65000,,1342,,,,,,,,
2510,37.85,0.344,,,8934.36,GirthWeld,,,,,,,,,,,0.7,114.49,,,,1160,65000,,1342,,,,,,,,
2520,40.25,0.344,,,8972.21,GirthWeld,,,,,,,,,,,0.7,113.06,,,,1160,65000,,1342,,,,,,,,
2530,40.18,0.344,,,9012.46,GirthWeld,,,,,,,,,,,0.7,108.99,,,,1160,65000,,1342,,,,,,,,
2540,40.08,0.344,,,9052.64,GirthWeld,,,,,,,,,,,0.7,103.28,,,,1160,65000,,1342,,,,,,,,
2550,40.04,0.344,,,9092.72,GirthWeld,,,,,,,,,,,0.7,96.17,,,,1160,65000,,1342,,,,,,,,
2560,40.03,0.344,,,9132.76,GirthWeld,,,,,,,,,,,0.7,86.48,,,,1160,65000,,1342,,,,,,,,
2570,40.04,0.344,,,9172.79,GirthWeld,,,,,,,,,,,0.7,75.07,,,,1160,65000,,1342,,,,,,,,
2580,39.98,0.344,,,9212.83,GirthWeld,,,,,,,,,,,0.7,63.68,,,,1160,65000,,1342,,,,,,,,
2590,39.93,0.344,,,9252.81,GirthWeld,,,,,,,,,,,0.7,52.47,,,,1160,65000,,1342,,,,,,,,
2600,40.15,0.344,,,9292.73,GirthWeld,,,,,,,,,,,0.7,41.46,,,,1160,65000,,1342,,,,,,,,
2600,,,,,9317.77,Tee,,,,,,,,12:00,,,,34.61,,,,,,,,,,,,,,,
2610,40.2,0.344,,,9332.89,GirthWeld,,,,,,,,,,,0.7,30.48,,,,1160,65000,,1342,,,,,,,,
2620,39.86,0.344,,,9373.09,GirthWeld,,,,,,,,,,,0.7,18.53,,,,1160,65000,,1342,,,,,,,,
2630,10.99,0.5,,,9412.95,GirthWeld,,,,,,,,,,,0.7,5.69,,,,1160,60000,,1800,,,,,,,,
2630,,,,,9418.91,Bend,,,,,,,,,5.8D -  30° - Sag,,,4.52,,,,,,,,,,,,,,,
2640,40.65,0.344,,,9423.94,GirthWeld,,,,,,,,,,8,0.7,5.98,,,,1160,65000,,1342,,,,,,,,
2640,,0.344,-28.19,12.46,9452.13,metal loss,External,16,0.055,,,2.09,1.89,9:26,,,0.7,15.59,,MFL-A/XT,,1160,65000,,1342,1448.26,2010.88,,,,,,
2640,,0.344,-28.91,11.74,9452.84,metal loss,External,13,0.045,,,1.1,1.58,1:38,,,0.7,15.77,,MFL-A/XT,,1160,65000,,1342,1468.63,2039.16,,,,,,
2640,,0.344,-29.11,11.54,9453.04,metal loss,External,13,0.045,,,1.34,1.73,2:58,,,0.7,15.82,,MFL-A/XT,,1160,65000,,1342,1465.59,2034.94,,,,,,
2640,,0.344,-34.26,6.39,9458.19,metal loss,External,17,0.058,,,1.22,1.81,8:07,,,0.7,16.95,,MFL-A/XT,,1160,65000,,1342,1463.94,2032.64,,,,,,
2640,,0.344,-34.84,5.8,9458.78,metal loss,External,30,0.103,,,0.63,1.34,8:05,,,0.7,17.07,,MFL-A/XT,,1160,65000,,1342,1469.21,2039.96,1540.59,2139.08,1541.47,2140.29,0.75,1.84
2640,,0.344,-35.57,5.08,9459.51,metal loss,External,23,0.079,,,0.94,1.69,7:54,,,0.7,17.21,,MFL-A/XT,,1160,65000,,1342,1465.35,2034.6,1536.39,2133.24,1537.3,2134.51,0.76,1.84
2640,,0.344,-35.94,4.71,9459.88,metal loss,External,35,0.12,,,0.94,1.42,5:14,,,0.7,17.28,,MFL-A/XT,,1160,65000,,1342,1458.05,2024.47,1527.5,2120.9,1530.17,2124.6,0.76,1.83
2640,,0.344,-36.07,4.57,9460.01,metal loss,External,39,0.134,,,1.42,1.81,6:02,,,0.7,17.3,,MFL-A/XT,,1160,65000,,1342,1433.42,1990.26,1497.73,2079.56,1504.65,2089.16,0.77,1.79
2650,16.97,0.344,,,9464.58,GirthWeld,,,,,,,,,,,0.7,18.14,,,,1160,65000,,1342,,,,,,,,
2660,20.49,0.344,,,9481.55,GirthWeld,,,,,,,,,,,0.7,20.59,,,,1160,65000,,1342,,,,,,,,
2670,40.09,0.344,,,9502.04,GirthWeld,,,,,,,,,,,0.7,23.86,,,,1160,65000,,1342,,,,,,,,
2680,40.11,0.344,,,9542.13,GirthWeld,,,,,,,,,,,0.7,36.07,,,,1160,65000,,1342,,,,,,,,
2690,40.05,0.344,,,9582.24,GirthWeld,,,,,,,,,,,0.7,53.03,,,,1160,65000,,1342,,,,,,,,
2700,40.05,0.344,,,9622.29,GirthWeld,,,,,,,,,,,0.7,74.99,,,,1160,65000,,1342,,,,,,,,
2710,36.63,0.344,,,9662.34,GirthWeld,,,,,,,,,,,0.7,97.81,,,,1160,65000,,1342,,,,,,,,
2720,40.12,0.344,,,9698.96,GirthWeld,,,,,,,,,,,0.7,119.7,,,,1160,65000,,1342,,,,,,,,
2730,40.21,0.344,,,9739.09,GirthWeld,,,,,,,,,,,0.7,143.31,,,,1160,65000,,1342,,,,,,,,
2740,7.89,0.5,,,9779.3,GirthWeld,,,,,,,,,,,0.7,165.69,,,,1160,60000,,1800,,,,,,,,
2740,,,,,9783.62,Bend,,,,,,,,,5.2D -  20° - Over,,,167.78,,,,,,,,,,,,,,,
2750,15.09,0.344,,,9787.19,GirthWeld,,,,,,,,,,,1,168.51,,,,1160,65000,,1342,,,,,,,,
2760,40.06,0.344,,,9802.28,GirthWeld,,,,,,,,,,,1,170.79,,,,1160,65000,,1342,,,,,,,,
2760,,,,,9837.86,Attachment,,,,,,,,,Circumferential,,,175.4,,,,,,,,,,,,,,,
2760,,,,,9839.56,Area Start Tee,,,,,,,,,,,,175.59,,,,,,,,,,,,,,,
2760,,,,,9840.23,Tee,,,,,,,,12:00,,,,175.67,,,,,,,,,,,,,,,
2760,,,,,9841.02,Area End Tee,,,,,,,,,,,,175.75,,,,,,,,,,,,,,,
2770,37.77,0.344,,,9842.33,GirthWeld,,,,,,,,,,,0.7,175.89,,,,1160,65000,,1342,,,,,,,,
2770,,,,,9846.62,Attachment,,,,,,,,,Circumferential,,,176.34,,,,,,,,,,,,,,,
2780,40.08,0.344,,,9880.1,GirthWeld,,,,,,,,,,,0.7,178.52,,,,1160,65000,,1342,,,,,,,,
2790,40.06,0.344,,,9920.18,GirthWeld,,,,,,,,,,,0.7,180.32,,,,1160,65000,,1342,,,,,,,,
2800,40.02,0.344,,,9960.23,GirthWeld,,,,,,,,,,,0.7,180.63,,,,1160,65000,,1342,,,,,,,,
2810,40.06,0.344,,,10000.25,GirthWeld,,,,,,,,,,,0.7,181.16,,,,1160,65000,,1342,,,,,,,,
2820,40.33,0.344,,,10040.32,GirthWeld,,,,,,,,,,,0.7,182.16,,,,1160,65000,,1342,,,,,,,,
2830,40.39,0.344,,,10080.65,GirthWeld,,,,,,,,,,1,0.7,182.5,,,,1160,65000,,1342,,,,,,,,
2830,,0.344,-39.34,1.05,10119.99,cluster,External,20,0.069,,,0.96,4.86,6:21,,,0.7,180.49,,,,1160,65000,,1342,1467.03,2036.93,1538.35,2135.95,1538.61,2136.33,0.75,1.84
2840,13.48,0.344,,,10121.04,GirthWeld,,,,,,,,,,,0.7,180.4,,,,1160,65000,,1342,,,,,,,,
2850,40.07,0.344,,,10134.53,GirthWeld,,,,,,,,,,,0.7,179.21,,,,1160,65000,,1342,,,,,,,,
2860,40.18,0.344,,,10174.6,GirthWeld,,,,,,,,,,,0.7,175.37,,,,1160,65000,,1342,,,,,,,,
2870,40.14,0.344,,,10214.78,GirthWeld,,,,,,,,,,,0.7,172.79,,,,1160,65000,,1342,,,,,,,,
2880,40.21,0.344,,,10254.92,GirthWeld,,,,,,,,,,,0.7,171.67,,,,1160,65000,,1342,,,,,,,,
2890,40.09,0.344,,,10295.13,GirthWeld,,,,,,,,,,,0.7,171.41,,,,1160,65000,,1342,,,,,,,,
2900,40.08,0.344,,,10335.22,GirthWeld,,,,,,,,,,,1,171.26,,,,1160,65000,,1342,,,,,,,,
2910,20.55,0.344,,,10375.3,GirthWeld,,,,,,,,,,,0.7,170.55,,,,1160,65000,,1342,,,,,,,,
2920,40.05,0.344,,,10395.84,GirthWeld,,,,,,,,,,,0.7,170.13,,,,1160,65000,,1342,,,,,,,,
2930,40.09,0.344,,,10435.89,GirthWeld,,,,,,,,,,,0.7,168.96,,,,1160,65000,,1342,,,,,,,,
2930,,,,,10460.1,AGM,,,,,,,,,AGM#4 AT PLM/ ON ROW,,,167.67,,,,,,,,,,,,,,,
2940,40.05,0.344,,,10475.98,GirthWeld,,,,,,,,,,1,0.7,166.47,,,,1160,65000,,1342,,,,,,,,
2940,,0.344,-39.17,0.88,10515.15,metal loss,External,10,0.034,,,0.94,2.36,4:28,,,0.7,162.54,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
2950,40.11,0.344,,,10516.03,GirthWeld,,,,,,,,,,,0.7,162.41,,,,1160,65000,,1342,,,,,,,,
2960,40.2,0.344,,,10556.14,GirthWeld,,,,,,,,,,21,0.7,156.18,,,,1160,65000,,1342,,,,,,,,
2960,,0.344,-27.99,12.21,10584.12,metal loss,External,12,0.041,,,1.02,1.73,6:13,,,0.7,153.42,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
2960,,0.344,-28.06,12.13,10584.2,metal loss,External,10,0.034,,,0.79,1.5,4:33,,,0.7,153.42,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
2960,,0.344,-28.07,12.13,10584.2,metal loss,External,13,0.045,,,0.59,0.98,5:41,,,0.7,153.42,,MFL-A/XT,,1160,65000,,1342,1473.91,2046.49,,,,,,
2960,,0.344,-28.61,11.59,10584.75,metal loss,External,13,0.045,,,0.79,1.18,7:08,,,0.7,153.42,,MFL-A/XT,,1160,65000,,1342,1472.14,2044.03,,,,,,
2960,,0.344,-30.43,9.77,10586.57,cluster,External,33,0.114,,,1.8,3.5,4:20,,,0.7,153.41,,,,1160,65000,,1342,1424.42,1977.77,1487.55,2065.43,1490.25,2069.18,0.78,1.78
2960,,0.344,-30.84,9.36,10586.97,metal loss,External,12,0.041,,,1.3,2.09,4:26,,,0.7,153.41,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
2960,,0.344,-31.02,9.18,10587.15,metal loss,External,12,0.041,,,0.59,1.42,6:02,,,0.7,153.41,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
2960,,0.344,-31.2,8.99,10587.34,metal loss,External,20,0.069,,,0.47,1.26,4:23,,,0.7,153.41,,MFL-A/XT,,1160,65000,,1342,1473.71,2046.21,1545.78,2146.28,1545.92,2146.48,0.75,1.85
2960,,0.344,-31.42,8.78,10587.56,metal loss,External,13,0.045,,,0.55,0.98,4:35,,,0.7,153.41,,MFL-A/XT,,1160,65000,,1342,1474.18,2046.86,,,,,,
2960,,0.344,-31.61,8.59,10587.75,metal loss,External,10,0.034,,,1.18,1.1,4:17,,,0.7,153.41,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
2960,,0.344,-31.78,8.41,10587.92,metal loss,External,13,0.045,,,0.43,1.22,4:21,,,0.7,153.41,,MFL-A/XT,,1160,65000,,1342,1474.95,2047.93,,,,,,
2960,,0.344,-31.84,8.36,10587.98,metal loss,External,22,0.076,,,1.18,2.21,4:16,,,0.7,153.41,,MFL-A/XT,,1160,65000,,1342,1460.62,2028.03,1531.04,2125.81,1532.23,2127.47,0.76,1.83
2960,,0.344,-32.06,8.13,10588.2,metal loss,External,13,0.045,,,0.94,1.69,4:06,,,0.7,153.41,,MFL-A/XT,,1160,65000,,1342,1470.49,2041.74,,,,,,
2960,,0.344,-32.33,7.87,10588.47,cluster,External,45,0.155,,,1.85,2.37,4:14,,,0.7,153.4,,,,1160,65000,,1342,1396.33,1938.77,1450.57,2014.08,1450.79,2014.39,0.8,1.74
2960,,0.344,-32.61,7.58,10588.75,metal loss,External,16,0.055,,,0.51,1.97,4:25,,,0.7,153.4,,MFL-A/XT,,1160,65000,,1342,1474.07,2046.71,,,,,,
2960,,0.344,-32.76,7.44,10588.9,metal loss,External,19,0.065,,,0.47,0.91,4:30,,,0.7,153.4,,MFL-A/XT,,1160,65000,,1342,1473.97,2046.57,,,,,,
2960,,0.344,-32.89,7.3,10589.03,metal loss,External,20,0.069,,,1.18,2.4,4:37,,,0.7,153.4,,MFL-A/XT,,1160,65000,,1342,1462.49,2030.63,1533.22,2128.84,1534.02,2129.95,0.76,1.84
2960,,0.344,-33.3,6.9,10589.43,metal loss,External,10,0.034,,,1.65,2.21,5:52,,,0.7,153.4,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
2960,,,,,10593.83,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #8 Recoat,,,153.39,,,,,,,,,,,,,,,
2960,,0.344,-39.2,0.99,10595.34,metal loss,External,13,0.045,,,0.47,1.02,6:32,Recoat,,0.7,153.39,,MFL-A/XT,,1160,65000,,1342,1474.74,2047.64,,,,,,
2960,,0.344,-39.34,0.86,10595.48,metal loss,External,35,0.12,,,1.02,2.6,6:25,Recoat,,0.7,153.39,,MFL-A/XT,,1160,65000,,1342,1455.43,2020.83,1524.43,2116.63,1527.47,2120.86,0.76,1.82
2960,,0.344,-39.35,0.85,10595.49,metal loss,External,50,0.172,,,0.67,2.17,3:47,Recoat,,0.7,153.39,,MFL-A/XT,,1160,65000,,1342,1460.73,2028.18,1529.6,2123.82,1532.8,2128.26,0.76,1.83
2970,40.06,0.344,,,10596.33,GirthWeld,,,,,,,,,,1,0.7,153.39,,,,1160,65000,,1342,,,,,,,,
2970,,0.344,-0.8,39.25,10597.14,metal loss,External,11,0.038,,,0.55,1.89,5:16,Recoat,,0.7,153.39,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
2970,,,,,10597.21,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #8 Recoat,,,153.39,,,,,,,,,,,,,,,
2970,,,,,10630.49,Tap,,,,,,,,12:00,,,,153.23,,,,,,,,,,,,,,,
2970,,,,,10632.49,Tap,,,,,,,,12:00,,,,153.22,,,,,,,,,,,,,,,
2980,40.09,0.344,,,10636.39,GirthWeld,,,,,,,,,,,1,153.19,,,,1160,65000,,1342,,,,,,,,
2990,40.1,0.344,,,10676.48,GirthWeld,,,,,,,,,,,0.7,153.29,,,,1160,65000,,1342,,,,,,,,
3000,38.76,0.344,,,10716.58,GirthWeld,,,,,,,,,,,0.7,153.46,,,,1160,65000,,1342,,,,,,,,
3010,19.8,0.344,,,10755.34,GirthWeld,,,,,,,,,,2,0.7,153.19,,,,1160,65000,,1342,,,,,,,,
3010,,0.344,-0.58,19.22,10755.92,cluster,External,20,0.069,,,1.8,2.89,5:13,,,0.7,153.18,,,,1160,65000,,1342,1447.5,2009.81,1515.88,2104.76,1516.56,2105.71,0.77,1.81
3010,,0.344,-1.01,18.79,10756.35,metal loss,External,10,0.034,,,0.75,1.46,3:58,,,0.7,153.17,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
3020,40.34,0.344,,,10775.14,GirthWeld,,,,,,,,,,,0.7,152.7,,,,1160,65000,,1342,,,,,,,,
3030,40.04,0.344,,,10815.48,GirthWeld,,,,,,,,,,,0.7,157.16,,,,1160,65000,,1342,,,,,,,,
3040,40.03,0.344,,,10855.52,GirthWeld,,,,,,,,,,,0.7,165.04,,,,1160,65000,,1342,,,,,,,,
3050,40.02,0.344,,,10895.55,GirthWeld,,,,,,,,,,,0.7,168.85,,,,1160,65000,,1342,,,,,,,,
3060,40.05,0.344,,,10935.57,GirthWeld,,,,,,,,,,,0.7,170.85,,,,1160,65000,,1342,,,,,,,,
3070,40.06,0.344,,,10975.62,GirthWeld,,,,,,,,,,,0.7,172.13,,,,1160,65000,,1342,,,,,,,,
3080,40.04,0.344,,,11015.67,GirthWeld,,,,,,,,,,,1,173.33,,,,1160,65000,,1342,,,,,,,,
3090,40,0.344,,,11055.71,GirthWeld,,,,,,,,,,1,0.7,175.75,,,,1160,65000,,1342,,,,,,,,
3090,,0.344,-4.29,35.71,11060,metal loss manufacturing,N/A,15,0.052,,,0.39,0.63,3:24,,,0.7,176.02,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
3100,40.03,0.344,,,11095.72,GirthWeld,,,,,,,,,,,0.7,177.99,,,,1160,65000,,1342,,,,,,,,
3110,39.99,0.344,,,11135.74,GirthWeld,,,,,,,,,,,1,180.4,,,,1160,65000,,1342,,,,,,,,
3120,40.03,0.344,,,11175.73,GirthWeld,,,,,,,,,,,0.7,183.11,,,,1160,65000,,1342,,,,,,,,
3130,40.08,0.344,,,11215.76,GirthWeld,,,,,,,,,,,1,185.85,,,,1160,65000,,1342,,,,,,,,
3140,40.07,0.344,,,11255.83,GirthWeld,,,,,,,,,,,0.7,188.81,,,,1160,65000,,1342,,,,,,,,
3150,40.06,0.344,,,11295.9,GirthWeld,,,,,,,,,,,1,193.78,,,,1160,65000,,1342,,,,,,,,
3160,40.08,0.344,,,11335.96,GirthWeld,,,,,,,,,,,0.7,198.9,,,,1160,65000,,1342,,,,,,,,
3170,40.03,0.344,,,11376.04,GirthWeld,,,,,,,,,,,0.7,203.51,,,,1160,65000,,1342,,,,,,,,
3180,40.16,0.344,,,11416.08,GirthWeld,,,,,,,,,,,0.7,207.17,,,,1160,65000,,1342,,,,,,,,
3190,40.14,0.344,,,11456.24,GirthWeld,,,,,,,,,,,0.7,208.96,,,,1160,65000,,1342,,,,,,,,
3200,40.08,0.344,,,11496.38,GirthWeld,,,,,,,,,,,0.7,209.97,,,,1160,65000,,1342,,,,,,,,
3210,40.1,0.344,,,11536.46,GirthWeld,,,,,,,,,,,0.7,210.7,,,,1160,65000,,1342,,,,,,,,
3220,39.41,0.344,,,11576.56,GirthWeld,,,,,,,,,,1,1,215.2,,,,1160,65000,,1342,,,,,,,,
3220,,0.344,-39.28,0.13,11615.85,metal loss,External,10,0.034,,,0.51,1.42,9:59,near girth weld,,1,220.81,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
3230,39.83,0.344,,,11615.97,GirthWeld,,,,,,,,,,,0.7,220.83,,,,1160,65000,,1342,,,,,,,,
3240,40.02,0.344,,,11655.8,GirthWeld,,,,,,,,,,,0.7,222.89,,,,1160,65000,,1342,,,,,,,,
3250,40.03,0.344,,,11695.83,GirthWeld,,,,,,,,,,,1,222.6,,,,1160,65000,,1342,,,,,,,,
3260,40.04,0.344,,,11735.85,GirthWeld,,,,,,,,,,,0.7,220.77,,,,1160,65000,,1342,,,,,,,,
3270,40.01,0.344,,,11775.89,GirthWeld,,,,,,,,,,,0.7,218.15,,,,1160,65000,,1342,,,,,,,,
3280,40,0.344,,,11815.91,GirthWeld,,,,,,,,,,,1,219.66,,,,1160,65000,,1342,,,,,,,,
3290,40.03,0.344,,,11855.91,GirthWeld,,,,,,,,,,,0.7,226.96,,,,1160,65000,,1342,,,,,,,,
