joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,distance_ft,Height[ft],feature_type,depth_pct,id_reduction_pct,anomaly_length_in,anomaly_width_in,burst_pressure_psi,clock_position,internal_external,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,cluster_id,clock_hours
,,0.344,-38.87,44757.04,694.8058,Cluster,14.0,,2.92,2.66,,6:17,NO,,2007,Cluster_44757.0,True,44757.04,44757.42,-1,6.283333333333333
,,0.344,-0.74,44918.76,696.3026,Metal Loss,17.0,,1.02,8.54,,8:55,NO,,2007,Metal Loss_44918.8,True,44918.76,44919.14,-1,8.916666666666666
,,0.344,-21.98,44940.0,696.5491,Cluster,15.0,,3.73,5.82,,8:17,NO,,2007,Cluster_44940.0,True,44940.0,44940.38,-1,8.283333333333333
,,0.344,-5.24,44963.32,696.8365,Metal Loss,17.0,,1.06,1.06,,9:07,NO,,2007,Metal Loss_44963.3,True,44963.32,44963.7,-1,9.116666666666667
,,0.344,-39.01,44997.09,697.265,Cluster,12.0,,4.68,9.8,,4:55,NO,,2007,Cluster_44997.1,True,44997.09,44997.469999999994,-1,4.916666666666667
,,0.344,-14.9,45013.1,697.4398,Metal Loss,17.0,,0.98,0.63,,6:29,NO,,2007,Metal Loss_45013.1,True,45013.1,45013.48,-1,6.483333333333333
,,0.344,-0.76,45112.14,698.9924,Metal Loss,38.0,,1.1,1.22,1.85,12:30,NO,,2007,Metal Loss_45112.1,True,45112.14,45112.52,101,12.5
,,0.344,-0.76,45112.14,698.9924,Metal Loss,39.0,,1.22,0.59,1.84,12:01,NO,,2007,Metal Loss_45112.1,True,45112.14,45112.52,101,12.016666666666667
,,0.344,-4.88,45138.44,699.5063,Metal Loss,14.0,,0.98,1.1,,3:57,NO,,2007,Metal Loss_45138.4,True,45138.44,45138.82,102,3.95
,,0.344,-5.64,45139.21,699.5193,Cluster,47.0,,5.47,5.59,1.46,3:34,NO,,2007,Cluster_45139.2,True,45139.21,45139.59,102,3.5666666666666664
,,0.344,-17.81,45151.38,699.7154,Metal Loss,14.0,,1.22,1.34,,4:21,NO,,2007,Metal Loss_45151.4,True,45151.38,45151.759999999995,-1,4.35
,,0.344,-33.26,45166.83,699.9389,Metal Loss-Manufacturing Anomaly,21.0,,0.47,0.55,,5:55,,,2007,Metal Loss-Manufacturing Anomaly_45166.8,True,45166.83,45167.21,103,5.916666666666667
,,0.344,-1.52,45175.13,700.0533,Metal Loss,22.0,,0.83,1.42,1.88,5:30,NO,,2007,Metal Loss_45175.1,True,45175.13,45175.509999999995,103,5.5
,,0.344,-1.74,45175.35,700.0563,Metal Loss,23.0,,0.94,2.17,1.87,4:54,NO,,2007,Metal Loss_45175.3,True,45175.35,45175.73,103,4.9
,,0.344,-0.81,45676.4,666.559,Cluster,36.0,,3.82,6.49,1.66,6:20,NO,,2007,Cluster_45676.4,True,45676.4,45676.78,-1,6.333333333333333
,,0.344,-38.95,45950.05,689.282,Cluster,11.0,,2.63,16.36,,4:27,NO,,2007,Cluster_45950.1,True,45950.05,45950.43,104,4.45
,,0.344,-39.05,45950.15,689.2903,Cluster,14.0,,1.25,2.24,,7:27,NO,,2007,Cluster_45950.2,True,45950.15,45950.53,104,7.45
,,0.344,-0.49,45951.57,689.4027,Cluster,10.0,,2.4,5.82,,7:14,NO,,2007,Cluster_45951.6,True,45951.57,45951.95,104,7.233333333333333
,,0.344,-0.78,45951.85,689.4256,Cluster,14.0,,2.63,19.0,,5:14,NO,,2007,Cluster_45951.8,True,45951.85,45952.23,104,5.233333333333333
,,0.344,-38.9,46109.65,696.3652,Cluster,26.0,,4.52,5.7,1.71,4:49,NO,,2007,Cluster_46109.7,True,46109.65,46110.03,105,4.816666666666666
,,0.344,-38.91,46109.65,696.3651,Cluster,24.0,,3.65,5.03,1.75,7:07,NO,,2007,Cluster_46109.7,True,46109.65,46110.03,105,7.116666666666666
,,0.344,-39.1,46190.01,693.4018,Cluster,15.0,,2.56,9.59,,5:32,NO,,2007,Cluster_46190.0,True,46190.01,46190.39,106,5.533333333333333
,,0.344,-39.16,46190.08,693.3991,Cluster,14.0,,2.17,4.65,,4:11,NO,,2007,Cluster_46190.1,True,46190.08,46190.46,106,4.183333333333334
,,0.344,-0.77,46191.89,693.3283,Cluster,12.0,,0.91,7.39,,6:26,NO,,2007,Cluster_46191.9,True,46191.89,46192.27,106,6.433333333333334
,,0.344,-0.79,46191.91,693.3277,Metal Loss,11.0,,0.75,1.22,,8:05,NO,,2007,Metal Loss_46191.9,True,46191.91,46192.29,106,8.083333333333334
,,0.344,-0.8,46191.92,693.3271,Metal Loss,15.0,,0.87,1.93,,3:44,NO,,2007,Metal Loss_46191.9,True,46191.92,46192.3,106,3.7333333333333334
,,0.344,-5.74,46196.86,693.1403,Cluster,10.0,,3.97,2.39,,8:11,NO,,2007,Cluster_46196.9,True,46196.86,46197.24,106,8.183333333333334
,,0.344,-8.19,46199.31,693.0482,Cluster,11.0,,1.06,3.39,,8:25,NO,,2007,Cluster_46199.3,True,46199.31,46199.689999999995,106,8.416666666666666
,,0.344,-0.79,46272.09,691.1071,Metal Loss,21.0,,1.02,0.91,1.87,9:23,NO,,2007,Metal Loss_46272.1,True,46272.09,46272.469999999994,-1,9.383333333333333
,,0.344,-22.62,46333.84,690.0619,Metal Loss-Manufacturing Anomaly,24.0,,4.57,0.71,,9:03,,,2007,Metal Loss-Manufacturing Anomaly_46333.8,True,46333.84,46334.219999999994,107,9.05
,,0.344,-31.85,46343.06,689.8947,Metal Loss-Manufacturing Anomaly,10.0,,3.98,1.73,,8:57,,,2007,Metal Loss-Manufacturing Anomaly_46343.1,True,46343.06,46343.439999999995,107,8.95
,,0.344,-26.55,46377.81,689.2407,Metal Loss-Manufacturing Anomaly,12.0,,0.94,1.06,,7:36,,,2007,Metal Loss-Manufacturing Anomaly_46377.8,True,46377.81,46378.189999999995,-1,7.6
,,0.344,-39.09,46430.41,688.4641,Metal Loss,38.0,,1.65,1.14,1.81,7:31,NO,,2007,Metal Loss_46430.4,True,46430.41,46430.79,108,7.516666666666667
,,0.344,-39.12,46430.44,688.4638,Metal Loss,28.0,,1.06,2.13,1.86,8:03,NO,,2007,Metal Loss_46430.4,True,46430.44,46430.82,108,8.05
,,0.344,-0.81,46432.14,688.4468,Metal Loss,10.0,,0.91,0.87,,5:08,NO,,2007,Metal Loss_46432.1,True,46432.14,46432.52,108,5.133333333333334
,,0.344,-6.01,46437.34,688.405,Metal Loss-Manufacturing Anomaly,14.0,,0.59,0.71,,7:18,,,2007,Metal Loss-Manufacturing Anomaly_46437.3,True,46437.34,46437.719999999994,108,7.3
,,0.344,-7.96,46664.82,688.7538,Metal Loss,20.0,,0.94,0.67,1.87,4:49,NO,,2007,Metal Loss_46664.8,True,46664.82,46665.2,-1,4.816666666666666
,,0.344,-25.88,46733.12,685.3023,Metal Loss,15.0,,0.87,0.94,,8:25,NO,,2007,Metal Loss_46733.1,True,46733.12,46733.5,-1,8.416666666666666
,,0.344,-0.61,46764.12,683.1255,Cluster,12.0,,3.56,3.48,,4:13,NO,,2007,Cluster_46764.1,True,46764.12,46764.5,109,4.216666666666667
,,0.344,-0.75,46764.26,683.1164,Cluster,28.0,,5.63,13.45,1.65,5:15,NO,,2007,Cluster_46764.3,True,46764.26,46764.64,109,5.25
,,0.344,-26.23,46869.83,688.1264,Metal Loss-Manufacturing Anomaly,12.0,,3.42,4.53,,11:25,,,2007,Metal Loss-Manufacturing Anomaly_46869.8,True,46869.83,46870.21,-1,11.416666666666666
,,0.344,-0.75,47266.22,680.9187,Cluster,11.0,,3.04,7.08,,3:19,NO,,2007,Cluster_47266.2,True,47266.22,47266.6,110,3.3166666666666664
,,0.344,-0.77,47266.24,680.9203,Metal Loss,12.0,,0.94,1.97,,1:47,NO,,2007,Metal Loss_47266.2,True,47266.24,47266.619999999995,110,1.7833333333333332
,,0.344,-11.8,47298.31,683.6045,Cluster,11.0,,4.48,1.49,,12:16,NO,,2007,Cluster_47298.3,True,47298.31,47298.689999999995,111,12.266666666666667
,,0.344,-12.71,47299.22,683.6899,Metal Loss,14.0,,0.71,0.87,,12:15,NO,,2007,Metal Loss_47299.2,True,47299.22,47299.6,111,12.25
,,0.344,-38.92,47325.43,686.1354,Cluster,21.0,,5.09,23.79,1.73,3:43,NO,,2007,Cluster_47325.4,True,47325.43,47325.81,112,3.716666666666667
,,0.344,-38.99,47325.5,686.1422,Cluster,10.0,,3.55,7.37,,8:37,NO,,2007,Cluster_47325.5,True,47325.5,47325.88,112,8.616666666666667
,,0.344,-0.79,47327.36,686.32,Cluster,20.0,,1.61,9.17,1.85,1:15,NO,,2007,Cluster_47327.4,True,47327.36,47327.74,112,1.25
,,0.344,-6.96,47373.61,690.6943,Metal Loss-Manufacturing Anomaly,11.0,,0.43,0.71,,4:39,,,2007,Metal Loss-Manufacturing Anomaly_47373.6,True,47373.61,47373.99,113,4.65
,,0.344,-7.11,47373.76,690.7073,Metal Loss-Manufacturing Anomaly,14.0,,0.63,0.71,,4:34,,,2007,Metal Loss-Manufacturing Anomaly_47373.8,True,47373.76,47374.14,113,4.566666666666666
,,0.344,-38.8,47548.14,694.5206,Cluster,33.0,,4.97,18.45,1.63,4:45,NO,,2007,Cluster_47548.1,True,47548.14,47548.52,114,4.75
,,0.344,-39.08,47548.42,694.5181,Metal Loss,15.0,,0.91,1.42,,4:05,NO,,2007,Metal Loss_47548.4,True,47548.42,47548.8,114,4.083333333333333
,,0.344,-0.84,47705.64,692.7179,Metal Loss,10.0,,1.18,0.94,,5:35,NO,,2007,Metal Loss_47705.6,True,47705.64,47706.02,-1,5.583333333333333
,,0.344,-25.8,48680.41,669.5126,Metal Loss-Manufacturing Anomaly,22.0,,4.02,0.59,,3:46,,,2007,Metal Loss-Manufacturing Anomaly_48680.4,True,48680.41,48680.79,-1,3.7666666666666666
,,0.344,-0.51,48804.83,683.8631,Cluster,36.0,,6.95,8.27,1.53,5:14,NO,,2007,Cluster_48804.8,True,48804.83,48805.21,-1,5.233333333333333
,,0.344,-0.57,49768.63,699.2772,Cluster,26.0,,5.08,10.77,1.69,3:55,NO,,2007,Cluster_49768.6,True,49768.63,49769.009999999995,-1,3.9166666666666665
,,0.344,-14.11,50192.33,687.4183,Cluster,20.0,,4.67,1.53,1.75,8:37,NO,,2007,Cluster_50192.3,True,50192.33,50192.71,115,8.616666666666667
,,0.344,-15.8,50194.02,687.3295,Metal Loss,12.0,,0.98,1.06,,8:48,NO,,2007,Metal Loss_50194.0,True,50194.02,50194.399999999994,115,8.8
,,0.344,-18.35,50196.57,687.1957,Metal Loss,10.0,,0.87,0.91,,9:07,NO,,2007,Metal Loss_50196.6,True,50196.57,50196.95,115,9.116666666666667
,,0.344,-20.95,50199.17,687.0591,Cluster,33.0,,10.43,5.57,1.5,4:15,YES,,2007,Cluster_50199.2,True,50199.17,50199.55,115,4.25
,,0.344,-21.94,50200.15,687.0075,Cluster,17.0,,4.44,0.98,,4:37,YES,,2007,Cluster_50200.2,True,50200.15,50200.53,115,4.616666666666667
,,0.344,-22.43,50200.65,686.982,Metal Loss,19.0,,3.15,1.73,,4:29,YES,,2007,Metal Loss_50200.7,True,50200.65,50201.03,115,4.483333333333333
,,0.344,-22.82,50201.03,686.9637,Metal Loss,16.0,,0.63,0.71,,4:38,YES,,2007,Metal Loss_50201.0,True,50201.03,50201.41,115,4.633333333333333
,,0.344,-10.34,50681.04,682.5446,Metal Loss-Manufacturing Anomaly,15.0,,1.97,0.59,,10:07,,,2007,Metal Loss-Manufacturing Anomaly_50681.0,True,50681.04,50681.42,-1,10.116666666666667
,,0.344,-28.03,50738.69,681.9054,Metal Loss,16.0,,0.59,0.71,,6:38,YES,,2007,Metal Loss_50738.7,True,50738.69,50739.07,-1,6.633333333333333
,,0.344,-11.02,51120.59,670.9346,Metal Loss-Manufacturing Anomaly,14.0,,0.47,0.71,,10:34,,,2007,Metal Loss-Manufacturing Anomaly_51120.6,True,51120.59,51120.969999999994,-1,10.566666666666666
,,0.344,-39.51,51188.03,668.1886,Cluster,10.0,,2.48,5.22,,7:28,NO,,2007,Cluster_51188.0,True,51188.03,51188.41,-1,7.466666666666667
,,0.344,-2.84,51890.81,673.3727,Metal Loss-Manufacturing Anomaly,18.0,,0.59,0.71,,7:06,,,2007,Metal Loss-Manufacturing Anomaly_51890.8,True,51890.81,51891.189999999995,-1,7.1
,,0.344,-0.73,53107.12,688.9615,Cluster,15.0,,4.16,7.29,,8:11,NO,,2007,Cluster_53107.1,True,53107.12,53107.5,-1,8.183333333333334
,,0.344,-0.6,53187.09,690.9981,Cluster,12.0,,3.23,8.71,,5:19,NO,,2007,Cluster_53187.1,True,53187.09,53187.469999999994,116,5.316666666666666
,,0.344,-1.48,53187.97,691.0328,Metal Loss,21.0,,4.05,1.53,1.76,6:30,NO,,2007,Metal Loss_53188.0,True,53187.97,53188.35,116,6.5
,,0.344,-1.52,53188.01,691.0344,Cluster,24.0,,3.7,3.0,1.75,5:33,NO,,2007,Cluster_53188.0,True,53188.01,53188.39,116,5.55
,,0.344,-1.62,53188.12,691.0387,Metal Loss,12.0,,1.73,1.85,,4:54,NO,,2007,Metal Loss_53188.1,True,53188.12,53188.5,116,4.9
,,0.344,-1.97,53188.47,691.0524,Metal Loss,10.0,,1.1,0.91,,5:14,NO,,2007,Metal Loss_53188.5,True,53188.47,53188.85,116,5.233333333333333
,,0.344,-29.77,53920.16,675.2186,Metal Loss-Manufacturing Anomaly,10.0,,0.51,0.71,,4:36,,,2007,Metal Loss-Manufacturing Anomaly_53920.2,True,53920.16,53920.54,-1,4.6
,,0.344,-0.71,55090.68,695.9362,Cluster,12.0,,3.08,9.28,,4:30,NO,,2007,Cluster_55090.7,True,55090.68,55091.06,-1,4.5
,,0.344,-36.9,55606.64,696.325,Metal Loss-Manufacturing Anomaly,23.0,,0.51,0.63,,3:06,,,2007,Metal Loss-Manufacturing Anomaly_55606.6,True,55606.64,55607.02,-1,3.1
,,0.344,-8.43,56025.84,686.0071,Metal Loss-Manufacturing Anomaly,13.0,,0.59,0.59,,12:54,,,2007,Metal Loss-Manufacturing Anomaly_56025.8,True,56025.84,56026.219999999994,-1,12.9
,,0.344,-18.47,56387.34,682.1086,Cluster,14.0,,2.64,3.69,,8:50,NO,,2007,Cluster_56387.3,True,56387.34,56387.719999999994,117,8.833333333333334
,,0.344,-18.52,56387.38,682.1088,Cluster,10.0,,1.03,3.62,,6:59,NO,,2007,Cluster_56387.4,True,56387.38,56387.759999999995,117,6.983333333333333
,,0.344,-18.54,56387.4,682.1088,Metal Loss,10.0,,0.87,1.18,,8:10,NO,,2007,Metal Loss_56387.4,True,56387.4,56387.78,117,8.166666666666666
,,0.344,-18.58,56387.44,682.1089,Metal Loss,10.0,,0.71,1.65,,6:02,NO,,2007,Metal Loss_56387.4,True,56387.44,56387.82,117,6.033333333333333
